<e, 1>
<in, 1>
<a, 1>
<mortified, 1>
<bonnet, 1>
<with, 1>
<tracts, 1>
<in, 1>
<her, 1>
<pocket, 1>
<But, 1>
<you, 1>
<see, 1>
<Jo, 1>
<wasn, 1>
<t, 1>
<a, 1>
<heroine, 1>
<she, 1>
<was, 1>
<only, 1>
<a, 1>
<struggling, 1>
<human, 1>
<girl, 1>
<like, 1>
<hundreds, 1>
<of, 1>
<others, 1>
<and, 1>
<she, 1>
<just, 1>
<acted, 1>
<out, 1>
<her, 1>
<nature, 1>
<being, 1>
<sad, 1>
<cross, 1>
<listless, 1>
<or, 1>
<energetic, 1>
<as, 1>
<the, 1>
<mood, 1>
<suggested, 1>
<It, 1>
<s, 1>
<highly, 1>
<virtuous, 1>
<to, 1>
<say, 1>
<we, 1>
<ll, 1>
<be, 1>
<good, 1>
<but, 1>
<we, 1>
<can, 1>
<t, 1>
<do, 1>
<it, 1>
<all, 1>
<at, 1>
<once, 1>
<and, 1>
<it, 1>
<takes, 1>
<a, 1>
<long, 1>
<pull, 1>
<a, 1>
<strong, 1>
<pull, 1>
<and, 1>
<a, 1>
<pull, 1>
<all, 1>
<together, 1>
<before, 1>
<some, 1>
<of, 1>
<us, 1>
<even, 1>
<get, 1>
<our, 1>
<feet, 1>
<set, 1>
<in, 1>
<the, 1>
<right, 1>
<way, 1>
<Jo, 1>
<had, 1>
<got, 1>
<so, 1>
<far, 1>
<she, 1>
<was, 1>
<learning, 1>
<to, 1>
<do, 1>
<her, 1>
<duty, 1>
<and, 1>
<to, 1>
<feel, 1>
<unhappy, 1>
<if, 1>
<she, 1>
<did, 1>
<not, 1>
<but, 1>
<to, 1>
<do, 1>
<it, 1>
<cheerfully, 1>
<ah, 1>
<that, 1>
<was, 1>
<another, 1>
<thing, 1>
<She, 1>
<had, 1>
<often, 1>
<said, 1>
<she, 1>
<wanted, 1>
<to, 1>
<do, 1>
<something, 1>
<splendid, 1>
<no, 1>
<matter, 1>
<how, 1>
<hard, 1>
<and, 1>
<now, 1>
<she, 1>
<had, 1>
<her, 1>
<wish, 1>
<for, 1>
<what, 1>
<could, 1>
<be, 1>
<more, 1>
<beautiful, 1>
<than, 1>
<to, 1>
<devote, 1>
<her, 1>
<life, 1>
<to, 1>
<Father, 1>
<and, 1>
<Mother, 1>
<trying, 1>
<to, 1>
<make, 1>
<home, 1>
<as, 1>
<happy, 1>
<to, 1>
<them, 1>
<as, 1>
<they, 1>
<had, 1>
<to, 1>
<her, 1>
<And, 1>
<if, 1>
<difficulties, 1>
<were, 1>
<necessary, 1>
<to, 1>
<increase, 1>
<the, 1>
<splendor, 1>
<of, 1>
<the, 1>
<effort, 1>
<what, 1>
<could, 1>
<be, 1>
<harder, 1>
<for, 1>
<a, 1>
<restless, 1>
<ambitious, 1>
<girl, 1>
<than, 1>
<to, 1>
<give, 1>
<up, 1>
<her, 1>
<own, 1>
<hopes, 1>
<plans, 1>
<and, 1>
<desires, 1>
<and, 1>
<cheerfully, 1>
<live, 1>
<for, 1>
<others, 1>
<Providence, 1>
<had, 1>
<taken, 1>
<her, 1>
<at, 1>
<her, 1>
<word, 1>
<Here, 1>
<was, 1>
<the, 1>
<task, 1>
<not, 1>
<what, 1>
<she, 1>
<had, 1>
<expected, 1>
<but, 1>
<better, 1>
<because, 1>
<self, 1>
<had, 1>
<no, 1>
<part, 1>
<in, 1>
<it, 1>
<Now, 1>
<could, 1>
<she, 1>
<do, 1>
<it, 1>
<She, 1>
<decided, 1>
<that, 1>
<she, 1>
<would, 1>
<try, 1>
<and, 1>
<in, 1>
<her, 1>
<first, 1>
<attempt, 1>
<she, 1>
<found, 1>
<the, 1>
<helps, 1>
<I, 1>
<have, 1>
<suggested, 1>
<Still, 1>
<another, 1>
<was, 1>
<given, 1>
<her, 1>
<and, 1>
<she, 1>
<took, 1>
<it, 1>
<not, 1>
<as, 1>
<a, 1>
<reward, 1>
<but, 1>
<as, 1>
<a, 1>
<comfort, 1>
<as, 1>
<Christian, 1>
<took, 1>
<the, 1>
<refreshment, 1>
<afforded, 1>
<by, 1>
<the, 1>
<little, 1>
<arbor, 1>
<where, 1>
<he, 1>
<rested, 1>
<as, 1>
<he, 1>
<climbed, 1>
<the, 1>
<hill, 1>
<called, 1>
<Difficulty, 1>
<Why, 1>
<don, 1>
<t, 1>
<you, 1>
<write, 1>
<That, 1>
<always, 1>
<used, 1>
<to, 1>
<make, 1>
<you, 1>
<happy, 1>
<said, 1>
<her, 1>
<mother, 1>
<once, 1>
<when, 1>
<the, 1>
<desponding, 1>
<fit, 1>
<over, 1>
<shadowed, 1>
<Jo, 1>
<I, 1>
<ve, 1>
<no, 1>
<heart, 1>
<to, 1>
<write, 1>
<and, 1>
<if, 1>
<I, 1>
<had, 1>
<nobody, 1>
<cares, 1>
<for, 1>
<my, 1>
<things, 1>
<We, 1>
<do, 1>
<Write, 1>
<something, 1>
<for, 1>
<us, 1>
<and, 1>
<never, 1>
<mind, 1>
<the, 1>
<rest, 1>
<of, 1>
<the, 1>
<world, 1>
<Try, 1>
<it, 1>
<dear, 1>
<I, 1>
<m, 1>
<sure, 1>
<it, 1>
<would, 1>
<do, 1>
<you, 1>
<good, 1>
<and, 1>
<please, 1>
<us, 1>
<very, 1>
<much, 1>
<Don, 1>
<t, 1>
<believe, 1>
<I, 1>
<can, 1>
<But, 1>
<Jo, 1>
<got, 1>
<out, 1>
<her, 1>
<desk, 1>
<and, 1>
<began, 1>
<to, 1>
<overhaul, 1>
<her, 1>
<half, 1>
<finished, 1>
<manuscripts, 1>
<An, 1>
<hour, 1>
<afterward, 1>
<her, 1>
<mother, 1>
<peeped, 1>
<in, 1>
<and, 1>
<there, 1>
<she, 1>
<was, 1>
<scratching, 1>
<away, 1>
<with, 1>
<her, 1>
<black, 1>
<pinafore, 1>
<on, 1>
<and, 1>
<an, 1>
<absorbed, 1>
<expression, 1>
<which, 1>
<caused, 1>
<Mrs, 1>
<March, 1>
<to, 1>
<smile, 1>
<and, 1>
<slip, 1>
<away, 1>
<well, 1>
<pleased, 1>
<with, 1>
<the, 1>
<success, 1>
<of, 1>
<her, 1>
<suggestion, 1>
<Jo, 1>
<never, 1>
<knew, 1>
<how, 1>
<it, 1>
<happened, 1>
<but, 1>
<something, 1>
<got, 1>
<into, 1>
<that, 1>
<story, 1>
<that, 1>
<went, 1>
<straight, 1>
<to, 1>
<the, 1>
<hearts, 1>
<of, 1>
<those, 1>
<who, 1>
<read, 1>
<it, 1>
<for, 1>
<when, 1>
<her, 1>
<family, 1>
<had, 1>
<laughed, 1>
<and, 1>
<cried, 1>
<over, 1>
<it, 1>
<her, 1>
<father, 1>
<sent, 1>
<it, 1>
<much, 1>
<against, 1>
<her, 1>
<will, 1>
<to, 1>
<one, 1>
<of, 1>
<the, 1>
<popular, 1>
<magazines, 1>
<and, 1>
<to, 1>
<her, 1>
<utter, 1>
<surprise, 1>
<it, 1>
<was, 1>
<not, 1>
<only, 1>
<paid, 1>
<for, 1>
<but, 1>
<others, 1>
<requested, 1>
<Letters, 1>
<from, 1>
<several, 1>
<persons, 1>
<whose, 1>
<praise, 1>
<was, 1>
<honor, 1>
<followed, 1>
<the, 1>
<appearance, 1>
<of, 1>
<the, 1>
<little, 1>
<story, 1>
<newspapers, 1>
<copied, 1>
<it, 1>
<and, 1>
<strangers, 1>
<as, 1>
<well, 1>
<as, 1>
<friends, 1>
<admired, 1>
<it, 1>
<For, 1>
<a, 1>
<small, 1>
<thing, 1>
<it, 1>
<was, 1>
<a, 1>
<great, 1>
<success, 1>
<and, 1>
<Jo, 1>
<was, 1>
<more, 1>
<astonished, 1>
<than, 1>
<when, 1>
<her, 1>
<novel, 1>
<was, 1>
<commended, 1>
<and, 1>
<condemned, 1>
<all, 1>
<at, 1>
<once, 1>
<I, 1>
<don, 1>
<t, 1>
<understand, 1>
<it, 1>
<What, 1>
<can, 1>
<there, 1>
<be, 1>
<in, 1>
<a, 1>
<simple, 1>
<little, 1>
<story, 1>
<like, 1>
<that, 1>
<to, 1>
<make, 1>
<people, 1>
<praise, 1>
<it, 1>
<so, 1>
<she, 1>
<said, 1>
<quite, 1>
<bewildered, 1>
<There, 1>
<is, 1>
<truth, 1>
<in, 1>
<it, 1>
<Jo, 1>
<that, 1>
<s, 1>
<the, 1>
<secret, 1>
<Humor, 1>
<and, 1>
<pathos, 1>
<make, 1>
<it, 1>
<alive, 1>
<and, 1>
<you, 1>
<have, 1>
<found, 1>
<your, 1>
<style, 1>
<at, 1>
<last, 1>
<You, 1>
<wrote, 1>
<with, 1>
<no, 1>
<thoughts, 1>
<of, 1>
<fame, 1>
<and, 1>
<money, 1>
<and, 1>
<put, 1>
<your, 1>
<heart, 1>
<into, 1>
<it, 1>
<my, 1>
<daughter, 1>
<You, 1>
<have, 1>
<had, 1>
<the, 1>
<bitter, 1>
<now, 1>
<comes, 1>
<the, 1>
<sweet, 1>
<Do, 1>
<your, 1>
<best, 1>
<and, 1>
<grow, 1>
<as, 1>
<happy, 1>
<as, 1>
<we, 1>
<are, 1>
<in, 1>
<your, 1>
<success, 1>
<If, 1>
<there, 1>
<is, 1>
<anything, 1>
<good, 1>
<or, 1>
<true, 1>
<in, 1>
<what, 1>
<I, 1>
<write, 1>
<it, 1>
<isn, 1>
<t, 1>
<mine, 1>
<I, 1>
<owe, 1>
<it, 1>
<all, 1>
<to, 1>
<you, 1>
<and, 1>
<Mother, 1>
<and, 1>
<Beth, 1>
<said, 1>
<Jo, 1>
<more, 1>
<touched, 1>
<by, 1>
<her, 1>
<father, 1>
<s, 1>
<words, 1>
<than, 1>
<by, 1>
<any, 1>
<amount, 1>
<of, 1>
<praise, 1>
<from, 1>
<the, 1>
<world, 1>
<So, 1>
<taught, 1>
<by, 1>
<love, 1>
<and, 1>
<sorrow, 1>
<Jo, 1>
<wrote, 1>
<her, 1>
<little, 1>
<stories, 1>
<and, 1>
<sent, 1>
<them, 1>
<away, 1>
<to, 1>
<make, 1>
<friends, 1>
<for, 1>
<themselves, 1>
<and, 1>
<her, 1>
<finding, 1>
<it, 1>
<a, 1>
<very, 1>
<charitable, 1>
<world, 1>
<to, 1>
<such, 1>
<humble, 1>
<wanderers, 1>
<for, 1>
<they, 1>
<were, 1>
<kindly, 1>
<welcomed, 1>
<and, 1>
<sent, 1>
<home, 1>
<comfortable, 1>
<tokens, 1>
<to, 1>
<their, 1>
<mother, 1>
<like, 1>
<dutiful, 1>
<children, 1>
<whom, 1>
<good, 1>
<fortune, 1>
<overtakes, 1>
<When, 1>
<Amy, 1>
<and, 1>
<Laurie, 1>
<wrote, 1>
<of, 1>
<their, 1>
<engagement, 1>
<Mrs, 1>
<March, 1>
<feared, 1>
<that, 1>
<Jo, 1>
<would, 1>
<find, 1>
<it, 1>
<difficult, 1>
<to, 1>
<rejoice, 1>
<over, 1>
<it, 1>
<but, 1>
<her, 1>
<fears, 1>
<were, 1>
<soon, 1>
<set, 1>
<at, 1>
<rest, 1>
<for, 1>
<though, 1>
<Jo, 1>
<looked, 1>
<grave, 1>
<at, 1>
<first, 1>
<she, 1>
<took, 1>
<it, 1>
<very, 1>
<quietly, 1>
<and, 1>
<was, 1>
<full, 1>
<of, 1>
<hopes, 1>
<and, 1>
<plans, 1>
<for, 1>
<the, 1>
<children, 1>
<before, 1>
<she, 1>
<read, 1>
<the, 1>
<letter, 1>
<twice, 1>
<It, 1>
<was, 1>
<a, 1>
<sort, 1>
<of, 1>
<written, 1>
<duet, 1>
<wherein, 1>
<each, 1>
<glorified, 1>
<the, 1>
<other, 1>
<in, 1>
<loverlike, 1>
<fashion, 1>
<very, 1>
<pleasant, 1>
<to, 1>
<read, 1>
<and, 1>
<satisfactory, 1>
<to, 1>
<think, 1>
<of, 1>
<for, 1>
<no, 1>
<one, 1>
<had, 1>
<any, 1>
<objection, 1>
<to, 1>
<make, 1>
<You, 1>
<like, 1>
<it, 1>
<Mother, 1>
<said, 1>
<Jo, 1>
<as, 1>
<they, 1>
<laid, 1>
<down, 1>
<the, 1>
<closely, 1>
<written, 1>
<sheets, 1>
<and, 1>
<looked, 1>
<at, 1>
<one, 1>
<another, 1>
<Yes, 1>
<I, 1>
<hoped, 1>
<it, 1>
<would, 1>
<be, 1>
<so, 1>
<ever, 1>
<since, 1>
<Amy, 1>
<wrote, 1>
<that, 1>
<she, 1>
<had, 1>
<refused, 1>
<Fred, 1>
<I, 1>
<felt, 1>
<sure, 1>
<then, 1>
<that, 1>
<something, 1>
<better, 1>
<than, 1>
<what, 1>
<you, 1>
<call, 1>
<the, 1>
<mercenary, 1>
<spirit, 1>
<had, 1>
<come, 1>
<over, 1>
<her, 1>
<and, 1>
<a, 1>
<hint, 1>
<here, 1>
<and, 1>
<there, 1>
<in, 1>
<her, 1>
<letters, 1>
<made, 1>
<me, 1>
<suspect, 1>
<that, 1>
<love, 1>
<and, 1>
<Laurie, 1>
<would, 1>
<win, 1>
<the, 1>
<day, 1>
<How, 1>
<sharp, 1>
<you, 1>
<are, 1>
<Marmee, 1>
<and, 1>
<how, 1>
<silent, 1>
<You, 1>
<never, 1>
<said, 1>
<a, 1>
<word, 1>
<to, 1>
<me, 1>
<Mothers, 1>
<have, 1>
<need, 1>
<of, 1>
<sharp, 1>
<eyes, 1>
<and, 1>
<discreet, 1>
<tongues, 1>
<when, 1>
<they, 1>
<have, 1>
<girls, 1>
<to, 1>
<manage, 1>
<I, 1>
<was, 1>
<half, 1>
<afraid, 1>
<to, 1>
<put, 1>
<the, 1>
<idea, 1>
<into, 1>
<your, 1>
<head, 1>
<lest, 1>
<you, 1>
<should, 1>
<write, 1>
<and, 1>
<congratulate, 1>
<them, 1>
<before, 1>
<the, 1>
<thing, 1>
<was, 1>
<settled, 1>
<I, 1>
<m, 1>
<not, 1>
<the, 1>
<scatterbrain, 1>
<I, 1>
<was, 1>
<You, 1>
<may, 1>
<trust, 1>
<me, 1>
<I, 1>
<m, 1>
<sober, 1>
<and, 1>
<sensible, 1>
<enough, 1>
<for, 1>
<anyone, 1>
<s, 1>
<confidante, 1>
<now, 1>
<So, 1>
<you, 1>
<are, 1>
<my, 1>
<dear, 1>
<and, 1>
<I, 1>
<should, 1>
<have, 1>
<made, 1>
<you, 1>
<mine, 1>
<only, 1>
<I, 1>
<fancied, 1>
<it, 1>
<might, 1>
<pain, 1>
<you, 1>
<to, 1>
<learn, 1>
<that, 1>
<your, 1>
<Teddy, 1>
<loved, 1>
<someone, 1>
<else, 1>
<Now, 1>
<Mother, 1>
<did, 1>
<you, 1>
<really, 1>
<think, 1>
<I, 1>
<could, 1>
<be, 1>
<so, 1>
<silly, 1>
<and, 1>
<selfish, 1>
<after, 1>
<I, 1>
<d, 1>
<refused, 1>
<his, 1>
<love, 1>
<when, 1>
<it, 1>
<was, 1>
<freshest, 1>
<if, 1>
<not, 1>
<best, 1>
<I, 1>
<knew, 1>
<you, 1>
<were, 1>
<sincere, 1>
<then, 1>
<Jo, 1>
<but, 1>
<lately, 1>
<I, 1>
<have, 1>
<thought, 1>
<that, 1>
<if, 1>
<he, 1>
<came, 1>
<back, 1>
<and, 1>
<asked, 1>
<again, 1>
<you, 1>
<might, 1>
<perhaps, 1>
<feel, 1>
<like, 1>
<giving, 1>
<another, 1>
<answer, 1>
<Forgive, 1>
<me, 1>
<dear, 1>
<I, 1>
<can, 1>
<t, 1>
<help, 1>
<seeing, 1>
<that, 1>
<you, 1>
<are, 1>
<very, 1>
<lonely, 1>
<and, 1>
<sometimes, 1>
<there, 1>
<is, 1>
<a, 1>
<hungry, 1>
<look, 1>
<in, 1>
<your, 1>
<eyes, 1>
<that, 1>
<goes, 1>
<to, 1>
<my, 1>
<heart, 1>
<So, 1>
<I, 1>
<fancied, 1>
<that, 1>
<your, 1>
<boy, 1>
<might, 1>
<fill, 1>
<the, 1>
<empty, 1>
<place, 1>
<if, 1>
<he, 1>
<tried, 1>
<now, 1>
<No, 1>
<Mother, 1>
<it, 1>
<is, 1>
<better, 1>
<as, 1>
<it, 1>
<is, 1>
<and, 1>
<I, 1>
<m, 1>
<glad, 1>
<Amy, 1>
<has, 1>
<learned, 1>
<to, 1>
<love, 1>
<him, 1>
<But, 1>
<you, 1>
<are, 1>
<right, 1>
<in, 1>
<one, 1>
<thing, 1>
<I, 1>
<am, 1>
<lonely, 1>
<and, 1>
<perhaps, 1>
<if, 1>
<Teddy, 1>
<had, 1>
<tried, 1>
<again, 1>
<I, 1>
<might, 1>
<have, 1>
<said, 1>
<Yes, 1>
<not, 1>
<because, 1>
<I, 1>
<love, 1>
<him, 1>
<any, 1>
<more, 1>
<but, 1>
<because, 1>
<I, 1>
<care, 1>
<more, 1>
<to, 1>
<be, 1>
<loved, 1>
<than, 1>
<when, 1>
<he, 1>
<went, 1>
<away, 1>
<I, 1>
<m, 1>
<glad, 1>
<of, 1>
<that, 1>
<Jo, 1>
<for, 1>
<it, 1>
<shows, 1>
<that, 1>
<you, 1>
<are, 1>
<getting, 1>
<on, 1>
<There, 1>
<are, 1>
<plenty, 1>
<to, 1>
<love, 1>
<you, 1>
<so, 1>
<try, 1>
<to, 1>
<be, 1>
<satisfied, 1>
<with, 1>
<Father, 1>
<and, 1>
<Mother, 1>
<sisters, 1>
<and, 1>
<brothers, 1>
<friends, 1>
<and, 1>
<babies, 1>
<till, 1>
<the, 1>
<best, 1>
<lover, 1>
<of, 1>
<all, 1>
<comes, 1>
<to, 1>
<give, 1>
<you, 1>
<your, 1>
<reward, 1>
<Mothers, 1>
<are, 1>
<the, 1>
<best, 1>
<lovers, 1>
<in, 1>
<the, 1>
<world, 1>
<but, 1>
<I, 1>
<don, 1>
<t, 1>
<mind, 1>
<whispering, 1>
<to, 1>
<Marmee, 1>
<that, 1>
<I, 1>
<d, 1>
<like, 1>
<to, 1>
<try, 1>
<all, 1>
<kinds, 1>
<It, 1>
<s, 1>
<very, 1>
<curious, 1>
<but, 1>
<the, 1>
<more, 1>
<I, 1>
<try, 1>
<to, 1>
<satisfy, 1>
<myself, 1>
<with, 1>
<all, 1>
<sorts, 1>
<of, 1>
<natural, 1>
<affections, 1>
<the, 1>
<more, 1>
<I, 1>
<seem, 1>
<to, 1>
<want, 1>
<I, 1>
<d, 1>
<no, 1>
<idea, 1>
<hearts, 1>
<could, 1>
<take, 1>
<in, 1>
<so, 1>
<many, 1>
<Mine, 1>
<is, 1>
<so, 1>
<elastic, 1>
<it, 1>
<never, 1>
<seems, 1>
<full, 1>
<now, 1>
<and, 1>
<I, 1>
<used, 1>
<to, 1>
<be, 1>
<quite, 1>
<contented, 1>
<with, 1>
<my, 1>
<family, 1>
<I, 1>
<don, 1>
<t, 1>
<understand, 1>
<it, 1>
<I, 1>
<do, 1>
<and, 1>
<Mrs, 1>
<March, 1>
<smiled, 1>
<her, 1>
<wise, 1>
<smile, 1>
<as, 1>
<Jo, 1>
<turned, 1>
<back, 1>
<the, 1>
<leaves, 1>
<to, 1>
<read, 1>
<what, 1>
<Amy, 1>
<said, 1>
<of, 1>
<Laurie, 1>
<It, 1>
<is, 1>
<so, 1>
<beautiful, 1>
<to, 1>
<be, 1>
<loved, 1>
<as, 1>
<Laurie, 1>
<loves, 1>
<me, 1>
<He, 1>
<isn, 1>
<t, 1>
<sentimental, 1>
<doesn, 1>
<t, 1>
<say, 1>
<much, 1>
<about, 1>
<it, 1>
<but, 1>
<I, 1>
<see, 1>
<and, 1>
<feel, 1>
<it, 1>
<in, 1>
<all, 1>
<he, 1>
<says, 1>
<and, 1>
<does, 1>
<and, 1>
<it, 1>
<makes, 1>
<me, 1>
<so, 1>
<happy, 1>
<and, 1>
<so, 1>
<humble, 1>
<that, 1>
<I, 1>
<don, 1>
<t, 1>
<seem, 1>
<to, 1>
<be, 1>
<the, 1>
<same, 1>
<girl, 1>
<I, 1>
<was, 1>
<I, 1>
<never, 1>
<knew, 1>
<how, 1>
<good, 1>
<and, 1>
<generous, 1>
<and, 1>
<tender, 1>
<he, 1>
<was, 1>
<till, 1>
<now, 1>
<for, 1>
<he, 1>
<lets, 1>
<me, 1>
<read, 1>
<his, 1>
<heart, 1>
<and, 1>
<I, 1>
<find, 1>
<it, 1>
<full, 1>
<of, 1>
<noble, 1>
<impulses, 1>
<and, 1>
<hopes, 1>
<and, 1>
<purposes, 1>
<and, 1>
<am, 1>
<so, 1>
<proud, 1>
<to, 1>
<know, 1>
<it, 1>
<s, 1>
<mine, 1>
<He, 1>
<says, 1>
<he, 1>
<feels, 1>
<as, 1>
<if, 1>
<he, 1>
<could, 1>
<make, 1>
<a, 1>
<prosperous, 1>
<voyage, 1>
<now, 1>
<with, 1>
<me, 1>
<aboard, 1>
<as, 1>
<mate, 1>
<and, 1>
<lots, 1>
<of, 1>
<love, 1>
<for, 1>
<ballast, 1>
<I, 1>
<pray, 1>
<he, 1>
<may, 1>
<and, 1>
<try, 1>
<to, 1>
<be, 1>
<all, 1>
<he, 1>
<believes, 1>
<me, 1>
<for, 1>
<I, 1>
<love, 1>
<my, 1>
<gallant, 1>
<captain, 1>
<with, 1>
<all, 1>
<my, 1>
<heart, 1>
<and, 1>
<soul, 1>
<and, 1>
<might, 1>
<and, 1>
<never, 1>
<will, 1>
<desert, 1>
<him, 1>
<while, 1>
<God, 1>
<lets, 1>
<us, 1>
<be, 1>
<together, 1>
<Oh, 1>
<Mother, 1>
<I, 1>
<never, 1>
<knew, 1>
<how, 1>
<much, 1>
<like, 1>
<heaven, 1>
<this, 1>
<world, 1>
<could, 1>
<be, 1>
<when, 1>
<two, 1>
<people, 1>
<love, 1>
<and, 1>
<live, 1>
<for, 1>
<one, 1>
<another, 1>
<And, 1>
<that, 1>
<s, 1>
<our, 1>
<cool, 1>
<reserved, 1>
<and, 1>
<worldly, 1>
<Amy, 1>
<Truly, 1>
<love, 1>
<does, 1>
<work, 1>
<miracles, 1>
<How, 1>
<very, 1>
<very, 1>
<happy, 1>
<they, 1>
<must, 1>
<be, 1>
<and, 1>
<Jo, 1>
<laid, 1>
<the, 1>
<rustling, 1>
<sheets, 1>
<together, 1>
<with, 1>
<a, 1>
<careful, 1>
<hand, 1>
<as, 1>
<one, 1>
<might, 1>
<shut, 1>
<the, 1>
<covers, 1>
<of, 1>
<a, 1>
<lovely, 1>
<romance, 1>
<which, 1>
<holds, 1>
<the, 1>
<reader, 1>
<fast, 1>
<till, 1>
<the, 1>
<end, 1>
<comes, 1>
<and, 1>
<he, 1>
<finds, 1>
<himself, 1>
<alone, 1>
<in, 1>
<the, 1>
<workaday, 1>
<world, 1>
<again, 1>
<By, 1>
<and, 1>
<by, 1>
<Jo, 1>
<roamed, 1>
<away, 1>
<upstairs, 1>
<for, 1>
<it, 1>
<was, 1>
<rainy, 1>
<and, 1>
<she, 1>
<could, 1>
<not, 1>
<walk, 1>
<A, 1>
<restless, 1>
<spirit, 1>
<possessed, 1>
<her, 1>
<and, 1>
<the, 1>
<old, 1>
<feeling, 1>
<came, 1>
<again, 1>
<not, 1>
<bitter, 1>
<as, 1>
<it, 1>
<once, 1>
<was, 1>
<but, 1>
<a, 1>
<sorrowfully, 1>
<patient, 1>
<wonder, 1>
<why, 1>
<one, 1>
<sister, 1>
<should, 1>
<have, 1>
<all, 1>
<she, 1>
<asked, 1>
<the, 1>
<other, 1>
<nothing, 1>
<It, 1>
<was, 1>
<not, 1>
<true, 1>
<she, 1>
<knew, 1>
<that, 1>
<and, 1>
<tried, 1>
<to, 1>
<put, 1>
<it, 1>
<away, 1>
<but, 1>
<the, 1>
<natural, 1>
<craving, 1>
<for, 1>
<affection, 1>
<was, 1>
<strong, 1>
<and, 1>
<Amy, 1>
<s, 1>
<happiness, 1>
<woke, 1>
<the, 1>
<hungry, 1>
<longing, 1>
<for, 1>
<someone, 1>
<to, 1>
<love, 1>
<with, 1>
<heart, 1>
<and, 1>
<soul, 1>
<and, 1>
<cling, 1>
<to, 1>
<while, 1>
<God, 1>
<let, 1>
<them, 1>
<be, 1>
<together, 1>
<Up, 1>
<in, 1>
<the, 1>
<garret, 1>
<where, 1>
<Jo, 1>
<s, 1>
<unquiet, 1>
<wanderings, 1>
<ended, 1>
<stood, 1>
<four, 1>
<little, 1>
<wooden, 1>
<chests, 1>
<in, 1>
<a, 1>
<row, 1>
<each, 1>
<marked, 1>
<with, 1>
<its, 1>
<owners, 1>
<name, 1>
<and, 1>
<each, 1>
<filled, 1>
<with, 1>
<relics, 1>
<of, 1>
<the, 1>
<childhood, 1>
<and, 1>
<girlhood, 1>
<ended, 1>
<now, 1>
<for, 1>
<all, 1>
<Jo, 1>
<glanced, 1>
<into, 1>
<them, 1>
<and, 1>
<when, 1>
<she, 1>
<came, 1>
<to, 1>
<her, 1>
<own, 1>
<leaned, 1>
<her, 1>
<chin, 1>
<on, 1>
<the, 1>
<edge, 1>
<and, 1>
<stared, 1>
<absently, 1>
<at, 1>
<the, 1>
<chaotic, 1>
<collection, 1>
<till, 1>
<a, 1>
<bundle, 1>
<of, 1>
<old, 1>
<exercise, 1>
<books, 1>
<caught, 1>
<her, 1>
<eye, 1>
<She, 1>
<drew, 1>
<them, 1>
<out, 1>
<turned, 1>
<them, 1>
<over, 1>
<and, 1>
<relived, 1>
<that, 1>
<pleasant, 1>
<winter, 1>
<at, 1>
<kind, 1>
<Mrs, 1>
<Kirke, 1>
<s, 1>
<She, 1>
<had, 1>
<smiled, 1>
<at, 1>
<first, 1>
<then, 1>
<she, 1>
<looked, 1>
<thoughtful, 1>
<next, 1>
<sad, 1>
<and, 1>
<when, 1>
<she, 1>
<came, 1>
<to, 1>
<a, 1>
<little, 1>
<message, 1>
<written, 1>
<in, 1>
<the, 1>
<Professor, 1>
<s, 1>
<hand, 1>
<her, 1>
<lips, 1>
<began, 1>
<to, 1>
<tremble, 1>
<the, 1>
<books, 1>
<slid, 1>
<out, 1>
<of, 1>
<her, 1>
<lap, 1>
<and, 1>
<she, 1>
<sat, 1>
<looking, 1>
<at, 1>
<the, 1>
<friendly, 1>
<words, 1>
<as, 1>
<they, 1>
<took, 1>
<a, 1>
<new, 1>
<meaning, 1>
<and, 1>
<touched, 1>
<a, 1>
<tender, 1>
<spot, 1>
<in, 1>
<her, 1>
<heart, 1>
<Wait, 1>
<for, 1>
<me, 1>
<my, 1>
<friend, 1>
<I, 1>
<may, 1>
<be, 1>
<a, 1>
<little, 1>
<late, 1>
<but, 1>
<I, 1>
<shall, 1>
<surely, 1>
<come, 1>
<Oh, 1>
<if, 1>
<he, 1>
<only, 1>
<would, 1>
<So, 1>
<kind, 1>
<so, 1>
<good, 1>
<so, 1>
<patient, 1>
<with, 1>
<me, 1>
<always, 1>
<my, 1>
<dear, 1>
<old, 1>
<Fritz, 1>
<I, 1>
<didn, 1>
<t, 1>
<value, 1>
<him, 1>
<half, 1>
<enough, 1>
<when, 1>
<I, 1>
<had, 1>
<him, 1>
<but, 1>
<now, 1>
<how, 1>
<I, 1>
<should, 1>
<love, 1>
<to, 1>
<see, 1>
<him, 1>
<for, 1>
<everyone, 1>
<seems, 1>
<going, 1>
<away, 1>
<from, 1>
<me, 1>
<and, 1>
<I, 1>
<m, 1>
<all, 1>
<alone, 1>
<And, 1>
<holding, 1>
<the, 1>
<little, 1>
<paper, 1>
<fast, 1>
<as, 1>
<if, 1>
<it, 1>
<were, 1>
<a, 1>
<promise, 1>
<yet, 1>
<to, 1>
<be, 1>
<fulfilled, 1>
<Jo, 1>
<laid, 1>
<her, 1>
<head, 1>
<down, 1>
<on, 1>
<a, 1>
<comfortable, 1>
<rag, 1>
<bag, 1>
<and, 1>
<cried, 1>
<as, 1>
<if, 1>
<in, 1>
<opposition, 1>
<to, 1>
<the, 1>
<rain, 1>
<pattering, 1>
<on, 1>
<the, 1>
<roof, 1>
<Was, 1>
<it, 1>
<all, 1>
