<The, 1>
<that, 1>
<these, 1>
<hard, 1>
<days, 1>
<need, 1>
<not, 1>
<be, 1>
<wasted, 1>
<I, 1>
<know, 1>
<they, 1>
<will, 1>
<remember, 1>
<all, 1>
<I, 1>
<said, 1>
<to, 1>
<them, 1>
<that, 1>
<they, 1>
<will, 1>
<be, 1>
<loving, 1>
<children, 1>
<to, 1>
<you, 1>
<will, 1>
<do, 1>
<their, 1>
<duty, 1>
<faithfully, 1>
<fight, 1>
<their, 1>
<bosom, 1>
<enemies, 1>
<bravely, 1>
<and, 1>
<conquer, 1>
<themselves, 1>
<so, 1>
<beautifully, 1>
<that, 1>
<when, 1>
<I, 1>
<come, 1>
<back, 1>
<to, 1>
<them, 1>
<I, 1>
<may, 1>
<be, 1>
<fonder, 1>
<and, 1>
<prouder, 1>
<than, 1>
<ever, 1>
<of, 1>
<my, 1>
<little, 1>
<women, 1>
<Everybody, 1>
<sniffed, 1>
<when, 1>
<they, 1>
<came, 1>
<to, 1>
<that, 1>
<part, 1>
<Jo, 1>
<wasn, 1>
<t, 1>
<ashamed, 1>
<of, 1>
<the, 1>
<great, 1>
<tear, 1>
<that, 1>
<dropped, 1>
<off, 1>
<the, 1>
<end, 1>
<of, 1>
<her, 1>
<nose, 1>
<and, 1>
<Amy, 1>
<never, 1>
<minded, 1>
<the, 1>
<rumpling, 1>
<of, 1>
<her, 1>
<curls, 1>
<as, 1>
<she, 1>
<hid, 1>
<her, 1>
<face, 1>
<on, 1>
<her, 1>
<mother, 1>
<s, 1>
<shoulder, 1>
<and, 1>
<sobbed, 1>
<out, 1>
<I, 1>
<am, 1>
<a, 1>
<selfish, 1>
<girl, 1>
<But, 1>
<I, 1>
<ll, 1>
<truly, 1>
<try, 1>
<to, 1>
<be, 1>
<better, 1>
<so, 1>
<he, 1>
<mayn, 1>
<t, 1>
<be, 1>
<disappointed, 1>
<in, 1>
<me, 1>
<by, 1>
<and, 1>
<by, 1>
<We, 1>
<all, 1>
<will, 1>
<cried, 1>
<Meg, 1>
<I, 1>
<think, 1>
<too, 1>
<much, 1>
<of, 1>
<my, 1>
<looks, 1>
<and, 1>
<hate, 1>
<to, 1>
<work, 1>
<but, 1>
<won, 1>
<t, 1>
<any, 1>
<more, 1>
<if, 1>
<I, 1>
<can, 1>
<help, 1>
<it, 1>
<I, 1>
<ll, 1>
<try, 1>
<and, 1>
<be, 1>
<what, 1>
<he, 1>
<loves, 1>
<to, 1>
<call, 1>
<me, 1>
<a, 1>
<little, 1>
<woman, 1>
<and, 1>
<not, 1>
<be, 1>
<rough, 1>
<and, 1>
<wild, 1>
<but, 1>
<do, 1>
<my, 1>
<duty, 1>
<here, 1>
<instead, 1>
<of, 1>
<wanting, 1>
<to, 1>
<be, 1>
<somewhere, 1>
<else, 1>
<said, 1>
<Jo, 1>
<thinking, 1>
<that, 1>
<keeping, 1>
<her, 1>
<temper, 1>
<at, 1>
<home, 1>
<was, 1>
<a, 1>
<much, 1>
<harder, 1>
<task, 1>
<than, 1>
<facing, 1>
<a, 1>
<rebel, 1>
<or, 1>
<two, 1>
<down, 1>
<South, 1>
<Beth, 1>
<said, 1>
<nothing, 1>
<but, 1>
<wiped, 1>
<away, 1>
<her, 1>
<tears, 1>
<with, 1>
<the, 1>
<blue, 1>
<army, 1>
<sock, 1>
<and, 1>
<began, 1>
<to, 1>
<knit, 1>
<with, 1>
<all, 1>
<her, 1>
<might, 1>
<losing, 1>
<no, 1>
<time, 1>
<in, 1>
<doing, 1>
<the, 1>
<duty, 1>
<that, 1>
<lay, 1>
<nearest, 1>
<her, 1>
<while, 1>
<she, 1>
<resolved, 1>
<in, 1>
<her, 1>
<quiet, 1>
<little, 1>
<soul, 1>
<to, 1>
<be, 1>
<all, 1>
<that, 1>
<Father, 1>
<hoped, 1>
<to, 1>
<find, 1>
<her, 1>
<when, 1>
<the, 1>
<year, 1>
<brought, 1>
<round, 1>
<the, 1>
<happy, 1>
<coming, 1>
<home, 1>
<Mrs, 1>
<March, 1>
<broke, 1>
<the, 1>
<silence, 1>
<that, 1>
<followed, 1>
<Jo, 1>
<s, 1>
<words, 1>
<by, 1>
<saying, 1>
<in, 1>
<her, 1>
<cheery, 1>
<voice, 1>
<Do, 1>
<you, 1>
<remember, 1>
<how, 1>
<you, 1>
<used, 1>
<to, 1>
<play, 1>
<Pilgrims, 1>
<Progress, 1>
<when, 1>
<you, 1>
<were, 1>
<little, 1>
<things, 1>
<Nothing, 1>
<delighted, 1>
<you, 1>
<more, 1>
<than, 1>
<to, 1>
<have, 1>
<me, 1>
<tie, 1>
<my, 1>
<piece, 1>
<bags, 1>
<on, 1>
<your, 1>
<backs, 1>
<for, 1>
<burdens, 1>
<give, 1>
<you, 1>
<hats, 1>
<and, 1>
<sticks, 1>
<and, 1>
<rolls, 1>
<of, 1>
<paper, 1>
<and, 1>
<let, 1>
<you, 1>
<travel, 1>
<through, 1>
<the, 1>
<house, 1>
<from, 1>
<the, 1>
<cellar, 1>
<which, 1>
<was, 1>
<the, 1>
<City, 1>
<of, 1>
<Destruction, 1>
<up, 1>
<up, 1>
<to, 1>
<the, 1>
<housetop, 1>
<where, 1>
<you, 1>
<had, 1>
<all, 1>
<the, 1>
<lovely, 1>
<things, 1>
<you, 1>
<could, 1>
<collect, 1>
<to, 1>
<make, 1>
<a, 1>
<Celestial, 1>
<City, 1>
<What, 1>
<fun, 1>
<it, 1>
<was, 1>
<especially, 1>
<going, 1>
<by, 1>
<the, 1>
<lions, 1>
<fighting, 1>
<Apollyon, 1>
<and, 1>
<passing, 1>
<through, 1>
<the, 1>
<valley, 1>
<where, 1>
<the, 1>
<hob, 1>
<goblins, 1>
<were, 1>
<said, 1>
<Jo, 1>
<I, 1>
<liked, 1>
<the, 1>
<place, 1>
<where, 1>
<the, 1>
<bundles, 1>
<fell, 1>
<off, 1>
<and, 1>
<tumbled, 1>
<downstairs, 1>
<said, 1>
<Meg, 1>
<I, 1>
<don, 1>
<t, 1>
<remember, 1>
<much, 1>
<about, 1>
<it, 1>
<except, 1>
<that, 1>
<I, 1>
<was, 1>
<afraid, 1>
<of, 1>
<the, 1>
<cellar, 1>
<and, 1>
<the, 1>
<dark, 1>
<entry, 1>
<and, 1>
<always, 1>
<liked, 1>
<the, 1>
<cake, 1>
<and, 1>
<milk, 1>
<we, 1>
<had, 1>
<up, 1>
<at, 1>
<the, 1>
<top, 1>
<If, 1>
<I, 1>
<wasn, 1>
<t, 1>
<too, 1>
<old, 1>
<for, 1>
<such, 1>
<things, 1>
<I, 1>
<d, 1>
<rather, 1>
<like, 1>
<to, 1>
<play, 1>
<it, 1>
<over, 1>
<again, 1>
<said, 1>
<Amy, 1>
<who, 1>
<began, 1>
<to, 1>
<talk, 1>
<of, 1>
<renouncing, 1>
<childish, 1>
<things, 1>
<at, 1>
<the, 1>
<mature, 1>
<age, 1>
<of, 1>
<twelve, 1>
<We, 1>
<never, 1>
<are, 1>
<too, 1>
<old, 1>
<for, 1>
<this, 1>
<my, 1>
<dear, 1>
<because, 1>
<it, 1>
<is, 1>
<a, 1>
<play, 1>
<we, 1>
<are, 1>
<playing, 1>
<all, 1>
<the, 1>
<time, 1>
<in, 1>
<one, 1>
<way, 1>
<or, 1>
<another, 1>
<Our, 1>
<burdens, 1>
<are, 1>
<here, 1>
<our, 1>
<road, 1>
<is, 1>
<before, 1>
<us, 1>
<and, 1>
<the, 1>
<longing, 1>
<for, 1>
<goodness, 1>
<and, 1>
<happiness, 1>
<is, 1>
<the, 1>
<guide, 1>
<that, 1>
<leads, 1>
<us, 1>
<through, 1>
<many, 1>
<troubles, 1>
<and, 1>
<mistakes, 1>
<to, 1>
<the, 1>
<peace, 1>
<which, 1>
<is, 1>
<a, 1>
<true, 1>
<Celestial, 1>
<City, 1>
<Now, 1>
<my, 1>
<little, 1>
<pilgrims, 1>
<suppose, 1>
<you, 1>
<begin, 1>
<again, 1>
<not, 1>
<in, 1>
<play, 1>
<but, 1>
<in, 1>
<earnest, 1>
<and, 1>
<see, 1>
<how, 1>
<far, 1>
<on, 1>
<you, 1>
<can, 1>
<get, 1>
<before, 1>
<Father, 1>
<comes, 1>
<home, 1>
<Really, 1>
<Mother, 1>
<Where, 1>
<are, 1>
<our, 1>
<bundles, 1>
<asked, 1>
<Amy, 1>
<who, 1>
<was, 1>
<a, 1>
<very, 1>
<literal, 1>
<young, 1>
<lady, 1>
<Each, 1>
<of, 1>
<you, 1>
<told, 1>
<what, 1>
<your, 1>
<burden, 1>
<was, 1>
<just, 1>
<now, 1>
<except, 1>
<Beth, 1>
<I, 1>
<rather, 1>
<think, 1>
<she, 1>
<hasn, 1>
<t, 1>
<got, 1>
<any, 1>
<said, 1>
<her, 1>
<mother, 1>
<Yes, 1>
<I, 1>
<have, 1>
<Mine, 1>
<is, 1>
<dishes, 1>
<and, 1>
<dusters, 1>
<and, 1>
<envying, 1>
<girls, 1>
<with, 1>
<nice, 1>
<pianos, 1>
<and, 1>
<being, 1>
<afraid, 1>
<of, 1>
<people, 1>
<Beth, 1>
<s, 1>
<bundle, 1>
<was, 1>
<such, 1>
<a, 1>
<funny, 1>
<one, 1>
<that, 1>
<everybody, 1>
<wanted, 1>
<to, 1>
<laugh, 1>
<but, 1>
<nobody, 1>
<did, 1>
<for, 1>
<it, 1>
<would, 1>
<have, 1>
<hurt, 1>
<her, 1>
<feelings, 1>
<very, 1>
<much, 1>
<Let, 1>
<us, 1>
<do, 1>
<it, 1>
<said, 1>
<Meg, 1>
<thoughtfully, 1>
<It, 1>
<is, 1>
<only, 1>
<another, 1>
<name, 1>
<for, 1>
<trying, 1>
<to, 1>
<be, 1>
<good, 1>
<and, 1>
<the, 1>
<story, 1>
<may, 1>
<help, 1>
<us, 1>
<for, 1>
<though, 1>
<we, 1>
<do, 1>
<want, 1>
<to, 1>
<be, 1>
<good, 1>
<it, 1>
<s, 1>
<hard, 1>
<work, 1>
<and, 1>
<we, 1>
<forget, 1>
<and, 1>
<don, 1>
<t, 1>
<do, 1>
<our, 1>
<best, 1>
<We, 1>
<were, 1>
<in, 1>
<the, 1>
<Slough, 1>
<of, 1>
<Despond, 1>
<tonight, 1>
<and, 1>
<Mother, 1>
<came, 1>
<and, 1>
<pulled, 1>
<us, 1>
<out, 1>
<as, 1>
<Help, 1>
<did, 1>
<in, 1>
<the, 1>
<book, 1>
<We, 1>
<ought, 1>
<to, 1>
<have, 1>
<our, 1>
<roll, 1>
<of, 1>
<directions, 1>
<like, 1>
<Christian, 1>
<What, 1>
<shall, 1>
<we, 1>
<do, 1>
<about, 1>
<that, 1>
<asked, 1>
<Jo, 1>
<delighted, 1>
<with, 1>
<the, 1>
<fancy, 1>
<which, 1>
<lent, 1>
<a, 1>
<little, 1>
<romance, 1>
<to, 1>
<the, 1>
<very, 1>
<dull, 1>
<task, 1>
<of, 1>
<doing, 1>
<her, 1>
<duty, 1>
<Look, 1>
<under, 1>
<your, 1>
<pillows, 1>
<Christmas, 1>
<morning, 1>
<and, 1>
<you, 1>
<will, 1>
<find, 1>
<your, 1>
<guidebook, 1>
<replied, 1>
<Mrs, 1>
<March, 1>
<They, 1>
<talked, 1>
<over, 1>
<the, 1>
<new, 1>
<plan, 1>
<while, 1>
<old, 1>
<Hannah, 1>
<cleared, 1>
<the, 1>
<table, 1>
<then, 1>
<out, 1>
<came, 1>
<the, 1>
<four, 1>
<little, 1>
<work, 1>
<baskets, 1>
<and, 1>
<the, 1>
<needles, 1>
<flew, 1>
<as, 1>
<the, 1>
<girls, 1>
<made, 1>
<sheets, 1>
<for, 1>
<Aunt, 1>
<March, 1>
<It, 1>
<was, 1>
<uninteresting, 1>
<sewing, 1>
<but, 1>
<tonight, 1>
<no, 1>
<one, 1>
<grumbled, 1>
<They, 1>
<adopted, 1>
<Jo, 1>
<s, 1>
<plan, 1>
<of, 1>
<dividing, 1>
<the, 1>
<long, 1>
<seams, 1>
<into, 1>
<four, 1>
<parts, 1>
<and, 1>
<calling, 1>
<the, 1>
<quarters, 1>
<Europe, 1>
<Asia, 1>
<Africa, 1>
<and, 1>
<America, 1>
<and, 1>
<in, 1>
<that, 1>
<way, 1>
<got, 1>
<on, 1>
<capitally, 1>
<especially, 1>
<when, 1>
<they, 1>
<talked, 1>
<about, 1>
<the, 1>
<different, 1>
<countries, 1>
<as, 1>
<they, 1>
<stitched, 1>
<their, 1>
<way, 1>
<through, 1>
<them, 1>
<At, 1>
<nine, 1>
<they, 1>
<stopped, 1>
<work, 1>
<and, 1>
<sang, 1>
<as, 1>
<usual, 1>
<before, 1>
<they, 1>
<went, 1>
<to, 1>
<bed, 1>
<No, 1>
<one, 1>
<but, 1>
<Beth, 1>
<could, 1>
<get, 1>
<much, 1>
<music, 1>
<out, 1>
<of, 1>
<the, 1>
<old, 1>
<piano, 1>
<but, 1>
<she, 1>
<had, 1>
<a, 1>
<way, 1>
<of, 1>
<softly, 1>
<touching, 1>
<the, 1>
<yellow, 1>
<keys, 1>
<and, 1>
<making, 1>
<a, 1>
<pleasant, 1>
<accompaniment, 1>
<to, 1>
<the, 1>
<simple, 1>
<songs, 1>
<they, 1>
<sang, 1>
<Meg, 1>
<had, 1>
<a, 1>
<voice, 1>
<like, 1>
<a, 1>
<flute, 1>
<and, 1>
<she, 1>
<and, 1>
<her, 1>
<mother, 1>
<led, 1>
<the, 1>
<little, 1>
<choir, 1>
<Amy, 1>
<chirped, 1>
<like, 1>
<a, 1>
<cricket, 1>
<and, 1>
<Jo, 1>
<wandered, 1>
<through, 1>
<the, 1>
<airs, 1>
<at, 1>
<her, 1>
<own, 1>
<sweet, 1>
<will, 1>
<always, 1>
<coming, 1>
<out, 1>
<at, 1>
<the, 1>
<wrong, 1>
<place, 1>
<with, 1>
<a, 1>
<croak, 1>
<or, 1>
<a, 1>
<quaver, 1>
<that, 1>
<spoiled, 1>
<the, 1>
<most, 1>
<pensive, 1>
<tune, 1>
<They, 1>
<had, 1>
<always, 1>
<done, 1>
<this, 1>
<from, 1>
<the, 1>
<time, 1>
<they, 1>
<could, 1>
<lisp, 1>
<Crinkle, 1>
<crinkle, 1>
<ittle, 1>
<tar, 1>
<and, 1>
<it, 1>
<had, 1>
<become, 1>
<a, 1>
<household, 1>
<custom, 1>
<for, 1>
<the, 1>
<mother, 1>
<was, 1>
<a, 1>
<born, 1>
<singer, 1>
<The, 1>
<first, 1>
<sound, 1>
<in, 1>
<the, 1>
<morning, 1>
<was, 1>
<her, 1>
<voice, 1>
<as, 1>
<she, 1>
<went, 1>
<about, 1>
<the, 1>
<house, 1>
<singing, 1>
<like, 1>
<a, 1>
<lark, 1>
<and, 1>
<the, 1>
<last, 1>
<sound, 1>
<at, 1>
<night, 1>
<was, 1>
<the, 1>
<same, 1>
<cheery, 1>
<sound, 1>
<for, 1>
<the, 1>
<girls, 1>
<never, 1>
<grew, 1>
<too, 1>
<old, 1>
<for, 1>
<that, 1>
<familiar, 1>
<lullaby, 1>
<CHAPTER, 1>
<TWO, 1>
<A, 1>
<MERRY, 1>
<CHRISTMAS, 1>
<Jo, 1>
<was, 1>
<the, 1>
<first, 1>
<to, 1>
<wake, 1>
<in, 1>
<the, 1>
<gray, 1>
<dawn, 1>
<of, 1>
<Christmas, 1>
<morning, 1>
<No, 1>
<stockings, 1>
<hung, 1>
<at, 1>
<the, 1>
<fireplace, 1>
<and, 1>
<for, 1>
<a, 1>
<moment, 1>
<she, 1>
<felt, 1>
<as, 1>
<much, 1>
<disappointed, 1>
<as, 1>
<she, 1>
<did, 1>
<long, 1>
<ago, 1>
<when, 1>
<her, 1>
<little, 1>
<sock, 1>
<fell, 1>
<down, 1>
<because, 1>
<it, 1>
<was, 1>
<crammed, 1>
<so, 1>
<full, 1>
<of, 1>
<goodies, 1>
<Then, 1>
<she, 1>
<remembered, 1>
<her, 1>
<mother, 1>
<s, 1>
<promise, 1>
<and, 1>
<slipping, 1>
<her, 1>
<hand, 1>
<under, 1>
<her, 1>
<pillow, 1>
<drew, 1>
<out, 1>
<a, 1>
<little, 1>
<crimson, 1>
<covered, 1>
<book, 1>
<She, 1>
<knew, 1>
<it, 1>
<very, 1>
<well, 1>
<for, 1>
<it, 1>
<was, 1>
<that, 1>
<beautiful, 1>
<old, 1>
<story, 1>
<of, 1>
<the, 1>
<best, 1>
<life, 1>
<ever, 1>
<lived, 1>
<and, 1>
<Jo, 1>
<felt, 1>
<that, 1>
<it, 1>
<was, 1>
<a, 1>
<true, 1>
<guidebook, 1>
<for, 1>
<any, 1>
<pilgrim, 1>
<going, 1>
<on, 1>
<a, 1>
<long, 1>
<journey, 1>
<She, 1>
<woke, 1>
<Meg, 1>
<with, 1>
<a, 1>
<Merry, 1>
<Christmas, 1>
<and, 1>
<bade, 1>
<her, 1>
<see, 1>
<what, 1>
<was, 1>
<under, 1>
<her, 1>
<pillow, 1>
<A, 1>
<green, 1>
<covered, 1>
<book, 1>
<appeared, 1>
<with, 1>
<the, 1>
<same, 1>
<picture, 1>
<inside, 1>
<and, 1>
<a, 1>
<few, 1>
<words, 1>
<written, 1>
<by, 1>
<their, 1>
<mother, 1>
<which, 1>
<made, 1>
<their, 1>
<one, 1>
<present, 1>
<very, 1>
<precious, 1>
<in, 1>
<their, 1>
<eyes, 1>
<Presently, 1>
<Beth, 1>
<and, 1>
<Amy, 1>
<woke, 1>
<to, 1>
<rummage, 1>
<and, 1>
<find, 1>
<their, 1>
<little, 1>
<books, 1>
<also, 1>
<one, 1>
<dove, 1>
<colored, 1>
<the, 1>
<other, 1>
<blue, 1>
<and, 1>
<all, 1>
<sat, 1>
<looking, 1>
<at, 1>
<and, 1>
<talking, 1>
<about, 1>
<them, 1>
<while, 1>
<the, 1>
<east, 1>
<grew, 1>
<rosy, 1>
<with, 1>
<the, 1>
<coming, 1>
<day, 1>
<In, 1>
<spite, 1>
<of, 1>
<her, 1>
<small, 1>
<vanities, 1>
<Margaret, 1>
<had, 1>
<a, 1>
<sweet, 1>
<and, 1>
<pious, 1>
<nature, 1>
<which, 1>
<unconsciously, 1>
<influenced, 1>
<her, 1>
<sisters, 1>
<especially, 1>
<Jo, 1>
<who, 1>
<loved, 1>
<her, 1>
<very, 1>
<tenderly, 1>
<and, 1>
<obeyed, 1>
<her, 1>
<because, 1>
<her, 1>
<advice, 1>
<was, 1>
<so, 1>
<gently, 1>
<given, 1>
<Girls, 1>
<said, 1>
<Meg, 1>
<seriously, 1>
<looking, 1>
<from, 1>
<the, 1>
<tumbled, 1>
<head, 1>
<beside, 1>
<her, 1>
<to, 1>
<the, 1>
<two, 1>
<little, 1>
<night, 1>
<capped, 1>
<ones, 1>
<in, 1>
<the, 1>
<room, 1>
<beyond, 1>
<Mother, 1>
<wants, 1>
<us, 1>
<to, 1>
<read, 1>
<and, 1>
<love, 1>
<and, 1>
<mind, 1>
<these, 1>
<books, 1>
<and, 1>
<we, 1>
<must, 1>
<begin, 1>
<at, 1>
<once, 1>
<We, 1>
<used, 1>
<to, 1>
<be, 1>
<faithful, 1>
<about, 1>
<it, 1>
<but, 1>
<since, 1>
<Father, 1>
<went, 1>
<away, 1>
<and, 1>
<all, 1>
<this, 1>
<war, 1>
<trouble, 1>
<unsettled, 1>
<us, 1>
<we, 1>
<have, 1>
<neglected, 1>
<many, 1>
<things, 1>
<You, 1>
<can, 1>
<do, 1>
<as, 1>
<you, 1>
<please, 1>
<but, 1>
<I, 1>
<shall, 1>
<keep, 1>
<my, 1>
<book, 1>
<on, 1>
<the, 1>
<table, 1>
<here, 1>
<and, 1>
<read, 1>
<a, 1>
<little, 1>
<every, 1>
<morning, 1>
<as, 1>
<soon, 1>
<as, 1>
<I, 1>
<wake, 1>
<for, 1>
<I, 1>
<know, 1>
<it, 1>
<will, 1>
<do, 1>
<me, 1>
<good, 1>
<and, 1>
<help, 1>
<me, 1>
<through, 1>
<the, 1>
<day, 1>
<Then, 1>
<she, 1>
<opened, 1>
<her, 1>
<new, 1>
<book, 1>
<and, 1>
<began, 1>
<to, 1>
<read, 1>
<Jo, 1>
<put, 1>
<her, 1>
<arm, 1>
<round, 1>
<her, 1>
<and, 1>
<leaning, 1>
<cheek, 1>
<to, 1>
<cheek, 1>
<read, 1>
<also, 1>
<with, 1>
<the, 1>
<quiet, 1>
<expression, 1>
<so, 1>
<seldom, 1>
<seen, 1>
<on, 1>
<her, 1>
<restless, 1>
<face, 1>
<How, 1>
<good, 1>
<Meg, 1>
<is, 1>
<Come, 1>
<Amy, 1>
<let, 1>
<s, 1>
<do, 1>
<as, 1>
<they, 1>
<do, 1>
<I, 1>
<ll, 1>
<help, 1>
<you, 1>
<with, 1>
<the, 1>
<hard, 1>
<words, 1>
<and, 1>
<they, 1>
<ll, 1>
<explain, 1>
<things, 1>
<if, 1>
<we, 1>
<don, 1>
<t, 1>
<understand, 1>
<whispered, 1>
<Beth, 1>
<very, 1>
<much, 1>
<impressed, 1>
<by, 1>
<the, 1>
<pretty, 1>
<books, 1>
<and, 1>
<her, 1>
<sisters, 1>
<example, 1>
<I, 1>
<m, 1>
<glad, 1>
<mine, 1>
<is, 1>
<blue, 1>
<said, 1>
<Amy, 1>
<and, 1>
<then, 1>
<the, 1>
<rooms, 1>
<were, 1>
<very, 1>
<still, 1>
<while, 1>
<the, 1>
<pages, 1>
<were, 1>
<softly, 1>
<turned, 1>
<and, 1>
<the, 1>
<winter, 1>
<sunshine, 1>
<crept, 1>
<in, 1>
<to, 1>
<touch, 1>
<the, 1>
<bright, 1>
<heads, 1>
<and, 1>
<serious, 1>
<faces, 1>
<with, 1>
<a, 1>
<Christmas, 1>
<greeting, 1>
<Where, 1>
<is, 1>
<Mother, 1>
<asked, 1>
<Meg, 1>
<as, 1>
<she, 1>
<and, 1>
<Jo, 1>
<ran, 1>
<down, 1>
<to, 1>
<thank, 1>
<her, 1>
<for, 1>
<their, 1>
<gifts, 1>
<half, 1>
<an, 1>
<hour, 1>
<later, 1>
<Goodness, 1>
<only, 1>
<knows, 1>
<Some, 1>
<poor, 1>
<creeter, 1>
<came, 1>
<a, 1>
<beggin, 1>
<and, 1>
<your, 1>
<ma, 1>
<went, 1>
<straight, 1>
<off, 1>
<to, 1>
<see, 1>
<what, 1>
<was, 1>
<needed, 1>
<There, 1>
<never, 1>
<was, 1>
<such, 1>
<a, 1>
<woman, 1>
<for, 1>
<givin, 1>
<away, 1>
<vittles, 1>
<and, 1>
<drink, 1>
<clothes, 1>
<and, 1>
<firin, 1>
<replied, 1>
<Hannah, 1>
<who, 1>
<had, 1>
<lived, 1>
<with, 1>
<the, 1>
<family, 1>
<since, 1>
<Meg, 1>
<was, 1>
<born, 1>
<and, 1>
<was, 1>
<considered, 1>
<by, 1>
<them, 1>
<all, 1>
<more, 1>
<as, 1>
<a, 1>
<friend, 1>
<than, 1>
<a, 1>
<servant, 1>
<She, 1>
<will, 1>
<be, 1>
<back, 1>
<soon, 1>
<I, 1>
<think, 1>
<so, 1>
<fry, 1>
<your, 1>
<cakes, 1>
<and, 1>
<have, 1>
<everything, 1>
<ready, 1>
<said, 1>
<Meg, 1>
<looking, 1>
<over, 1>
<the, 1>
<presents, 1>
<which, 1>
<were, 1>
<collected, 1>
<in, 1>
<a, 1>
<basket, 1>
<and, 1>
<kept, 1>
<under, 1>
<the, 1>
<sofa, 1>
<ready, 1>
<to, 1>
<be, 1>
<produced, 1>
<at, 1>
<the, 1>
<proper, 1>
<time, 1>
<Why, 1>
<where, 1>
<is, 1>
<Amy, 1>
<s, 1>
<bottle, 1>
<of, 1>
<cologne, 1>
<she, 1>
<added, 1>
<as, 1>
<the, 1>
<little, 1>
<flask, 1>
<did, 1>
<not, 1>
<appear, 1>
<She, 1>
<took, 1>
<it, 1>
<out, 1>
<a, 1>
<minute, 1>
<ago, 1>
<and, 1>
<went, 1>
<off, 1>
<with, 1>
<it, 1>
<to, 1>
<put, 1>
<a, 1>
<ribbon, 1>
<on, 1>
<it, 1>
<or, 1>
<some, 1>
<such, 1>
<notion, 1>
<replied, 1>
<Jo, 1>
<dancing, 1>
<about, 1>
<the, 1>
<room, 1>
<to, 1>
<take, 1>
<the, 1>
<first, 1>
<stiffness, 1>
<off, 1>
<the, 1>
<new, 1>
<army, 1>
<slippers, 1>
<How, 1>
<nice, 1>
<my, 1>
<handkerchiefs, 1>
<look, 1>
<don, 1>
<t, 1>
<they, 1>
<Hannah, 1>
<washed, 1>
<and, 1>
<ironed, 1>
<them, 1>
<for, 1>
<me, 1>
<and, 1>
<I, 1>
<marked, 1>
<them, 1>
<all, 1>
<myself, 1>
<said, 1>
<Beth, 1>
<looking, 1>
<proudly, 1>
<at, 1>
<the, 1>
<somewhat, 1>
<uneven, 1>
<letters, 1>
<which, 1>
<had, 1>
<cost, 1>
<her, 1>
<such, 1>
<labor, 1>
<Bless, 1>
<the, 1>
<child, 1>
<She, 1>
<s, 1>
<gone, 1>
<and, 1>
<put, 1>
<Mother, 1>
<on, 1>
<them, 1>
<instead, 1>
<of, 1>
<M, 1>
<March, 1>
<How, 1>
<funny, 1>
<cried, 1>
<Jo, 1>
<taking, 1>
<one, 1>
<up, 1>
<Isn, 1>
<t, 1>
<that, 1>
<right, 1>
<I, 1>
<thought, 1>
<it, 1>
<was, 1>
<better, 1>
<to, 1>
<do, 1>
<it, 1>
<so, 1>
<because, 1>
<Meg, 1>
<s, 1>
<initials, 1>
<are, 1>
<M, 1>
<M, 1>
<and, 1>
<I, 1>
<don, 1>
<t, 1>
<want, 1>
<anyone, 1>
<to, 1>
<use, 1>
<these, 1>
<but, 1>
<Marmee, 1>
<said, 1>
<Beth, 1>
<looking, 1>
<troubled, 1>
<It, 1>
<s, 1>
<all, 1>
<right, 1>
<dear, 1>
<and, 1>
<a, 1>
<very, 1>
<pretty, 1>
<idea, 1>
<quite, 1>
<sensible, 1>
<too, 1>
<for, 1>
<no, 1>
<one, 1>
<can, 1>
<ever, 1>
<mistake, 1>
<now, 1>
<It, 1>
<will, 1>
<please, 1>
<her, 1>
<very, 1>
<much, 1>
<I, 1>
<know, 1>
<said, 1>
<Meg, 1>
<with, 1>
<a, 1>
<frown, 1>
<for, 1>
<Jo, 1>
<and, 1>
<a, 1>
<smile, 1>
<for, 1>
<Beth, 1>
<There, 1>
<s, 1>
<Mother, 1>
<Hide, 1>
<the, 1>
<basket, 1>
<quick, 1>
<cried, 1>
<Jo, 1>
<as, 1>
<a, 1>
<door, 1>
<slammed, 1>
<and, 1>
<steps, 1>
<sounded, 1>
<in, 1>
<the, 1>
<hall, 1>
<Amy, 1>
<came, 1>
<in, 1>
<hastily, 1>
<and, 1>
<looked, 1>
<rather, 1>
<abashed, 1>
<when, 1>
<she, 1>
<saw, 1>
<her, 1>
<sisters, 1>
<all, 1>
<waiting, 1>
<for, 1>
<her, 1>
<Where, 1>
<have, 1>
<you, 1>
<been, 1>
<and, 1>
<what, 1>
<are, 1>
<you, 1>
<hiding, 1>
<behind, 1>
<you, 1>
<asked, 1>
<Meg, 1>
<surprised, 1>
<to, 1>
<see, 1>
<by, 1>
<her, 1>
<hood, 1>
<and, 1>
<cloak, 1>
<that, 1>
<lazy, 1>
<Amy, 1>
<had, 1>
<been, 1>
<out, 1>
<so, 1>
<early, 1>
<Don, 1>
<t, 1>
<laugh, 1>
<at, 1>
<me, 1>
<Jo, 1>
<I, 1>
<didn, 1>
<t, 1>
<mean, 1>
<anyone, 1>
<should, 1>
<know, 1>
<till, 1>
<the, 1>
<time, 1>
<came, 1>
<I, 1>
<only, 1>
<meant, 1>
<to, 1>
<change, 1>
<the, 1>
<little, 1>
<bottle, 1>
<for, 1>
<a, 1>
<big, 1>
<one, 1>
<and, 1>
<I, 1>
<gave, 1>
<all, 1>
<my, 1>
<money, 1>
<to, 1>
<get, 1>
<it, 1>
<and, 1>
