<teroom, 1>
<was, 1>
<full, 1>
<of, 1>
<little, 1>
<boats, 1>
<the, 1>
<shore, 1>
<so, 1>
<picturesque, 1>
<and, 1>
<a, 1>
<rosy, 1>
<sky, 1>
<overhead, 1>
<I, 1>
<never, 1>
<shall, 1>
<forget, 1>
<it, 1>
<At, 1>
<Queenstown, 1>
<one, 1>
<of, 1>
<my, 1>
<new, 1>
<acquaintances, 1>
<left, 1>
<us, 1>
<Mr, 1>
<Lennox, 1>
<and, 1>
<when, 1>
<I, 1>
<said, 1>
<something, 1>
<about, 1>
<the, 1>
<Lakes, 1>
<of, 1>
<Killarney, 1>
<he, 1>
<sighed, 1>
<and, 1>
<sung, 1>
<with, 1>
<a, 1>
<look, 1>
<at, 1>
<me, 1>
<Oh, 1>
<have, 1>
<you, 1>
<e, 1>
<er, 1>
<heard, 1>
<of, 1>
<Kate, 1>
<Kearney, 1>
<She, 1>
<lives, 1>
<on, 1>
<the, 1>
<banks, 1>
<of, 1>
<Killarney, 1>
<From, 1>
<the, 1>
<glance, 1>
<of, 1>
<her, 1>
<eye, 1>
<Shun, 1>
<danger, 1>
<and, 1>
<fly, 1>
<For, 1>
<fatal, 1>
<s, 1>
<the, 1>
<glance, 1>
<of, 1>
<Kate, 1>
<Kearney, 1>
<Wasn, 1>
<t, 1>
<that, 1>
<nonsensical, 1>
<We, 1>
<only, 1>
<stopped, 1>
<at, 1>
<Liverpool, 1>
<a, 1>
<few, 1>
<hours, 1>
<It, 1>
<s, 1>
<a, 1>
<dirty, 1>
<noisy, 1>
<place, 1>
<and, 1>
<I, 1>
<was, 1>
<glad, 1>
<to, 1>
<leave, 1>
<it, 1>
<Uncle, 1>
<rushed, 1>
<out, 1>
<and, 1>
<bought, 1>
<a, 1>
<pair, 1>
<of, 1>
<dogskin, 1>
<gloves, 1>
<some, 1>
<ugly, 1>
<thick, 1>
<shoes, 1>
<and, 1>
<an, 1>
<umbrella, 1>
<and, 1>
<got, 1>
<shaved, 1>
<la, 1>
<mutton, 1>
<chop, 1>
<the, 1>
<first, 1>
<thing, 1>
<Then, 1>
<he, 1>
<flattered, 1>
<himself, 1>
<that, 1>
<he, 1>
<looked, 1>
<like, 1>
<a, 1>
<true, 1>
<Briton, 1>
<but, 1>
<the, 1>
<first, 1>
<time, 1>
<he, 1>
<had, 1>
<the, 1>
<mud, 1>
<cleaned, 1>
<off, 1>
<his, 1>
<shoes, 1>
<the, 1>
<little, 1>
<bootblack, 1>
<knew, 1>
<that, 1>
<an, 1>
<American, 1>
<stood, 1>
<in, 1>
<them, 1>
<and, 1>
<said, 1>
<with, 1>
<a, 1>
<grin, 1>
<There, 1>
<yer, 1>
<har, 1>
<sir, 1>
<I, 1>
<ve, 1>
<given, 1>
<em, 1>
<the, 1>
<latest, 1>
<Yankee, 1>
<shine, 1>
<It, 1>
<amused, 1>
<Uncle, 1>
<immensely, 1>
<Oh, 1>
<I, 1>
<must, 1>
<tell, 1>
<you, 1>
<what, 1>
<that, 1>
<absurd, 1>
<Lennox, 1>
<did, 1>
<He, 1>
<got, 1>
<his, 1>
<friend, 1>
<Ward, 1>
<who, 1>
<came, 1>
<on, 1>
<with, 1>
<us, 1>
<to, 1>
<order, 1>
<a, 1>
<bouquet, 1>
<for, 1>
<me, 1>
<and, 1>
<the, 1>
<first, 1>
<thing, 1>
<I, 1>
<saw, 1>
<in, 1>
<my, 1>
<room, 1>
<was, 1>
<a, 1>
<lovely, 1>
<one, 1>
<with, 1>
<Robert, 1>
<Lennox, 1>
<s, 1>
<compliments, 1>
<on, 1>
<the, 1>
<card, 1>
<Wasn, 1>
<t, 1>
<that, 1>
<fun, 1>
<girls, 1>
<I, 1>
<like, 1>
<traveling, 1>
<I, 1>
<never, 1>
<shall, 1>
<get, 1>
<to, 1>
<London, 1>
<if, 1>
<I, 1>
<don, 1>
<t, 1>
<hurry, 1>
<The, 1>
<trip, 1>
<was, 1>
<like, 1>
<riding, 1>
<through, 1>
<a, 1>
<long, 1>
<picture, 1>
<gallery, 1>
<full, 1>
<of, 1>
<lovely, 1>
<landscapes, 1>
<The, 1>
<farmhouses, 1>
<were, 1>
<my, 1>
<delight, 1>
<with, 1>
<thatched, 1>
<roofs, 1>
<ivy, 1>
<up, 1>
<to, 1>
<the, 1>
<eaves, 1>
<latticed, 1>
<windows, 1>
<and, 1>
<stout, 1>
<women, 1>
<with, 1>
<rosy, 1>
<children, 1>
<at, 1>
<the, 1>
<doors, 1>
<The, 1>
<very, 1>
<cattle, 1>
<looked, 1>
<more, 1>
<tranquil, 1>
<than, 1>
<ours, 1>
<as, 1>
<they, 1>
<stood, 1>
<knee, 1>
<deep, 1>
<in, 1>
<clover, 1>
<and, 1>
<the, 1>
<hens, 1>
<had, 1>
<a, 1>
<contented, 1>
<cluck, 1>
<as, 1>
<if, 1>
<they, 1>
<never, 1>
<got, 1>
<nervous, 1>
<like, 1>
<Yankee, 1>
<biddies, 1>
<Such, 1>
<perfect, 1>
<color, 1>
<I, 1>
<never, 1>
<saw, 1>
<the, 1>
<grass, 1>
<so, 1>
<green, 1>
<sky, 1>
<so, 1>
<blue, 1>
<grain, 1>
<so, 1>
<yellow, 1>
<woods, 1>
<so, 1>
<dark, 1>
<I, 1>
<was, 1>
<in, 1>
<a, 1>
<rapture, 1>
<all, 1>
<the, 1>
<way, 1>
<So, 1>
<was, 1>
<Flo, 1>
<and, 1>
<we, 1>
<kept, 1>
<bouncing, 1>
<from, 1>
<one, 1>
<side, 1>
<to, 1>
<the, 1>
<other, 1>
<trying, 1>
<to, 1>
<see, 1>
<everything, 1>
<while, 1>
<we, 1>
<were, 1>
<whisking, 1>
<along, 1>
<at, 1>
<the, 1>
<rate, 1>
<of, 1>
<sixty, 1>
<miles, 1>
<an, 1>
<hour, 1>
<Aunt, 1>
<was, 1>
<tired, 1>
<and, 1>
<went, 1>
<to, 1>
<sleep, 1>
<but, 1>
<Uncle, 1>
<read, 1>
<his, 1>
<guidebook, 1>
<and, 1>
<wouldn, 1>
<t, 1>
<be, 1>
<astonished, 1>
<at, 1>
<anything, 1>
<This, 1>
<is, 1>
<the, 1>
<way, 1>
<we, 1>
<went, 1>
<on, 1>
<Amy, 1>
<flying, 1>
<up, 1>
<Oh, 1>
<that, 1>
<must, 1>
<be, 1>
<Kenilworth, 1>
<that, 1>
<gray, 1>
<place, 1>
<among, 1>
<the, 1>
<trees, 1>
<Flo, 1>
<darting, 1>
<to, 1>
<my, 1>
<window, 1>
<How, 1>
<sweet, 1>
<We, 1>
<must, 1>
<go, 1>
<there, 1>
<sometime, 1>
<won, 1>
<t, 1>
<we, 1>
<Papa, 1>
<Uncle, 1>
<calmly, 1>
<admiring, 1>
<his, 1>
<boots, 1>
<No, 1>
<my, 1>
<dear, 1>
<not, 1>
<unless, 1>
<you, 1>
<want, 1>
<beer, 1>
<that, 1>
<s, 1>
<a, 1>
<brewery, 1>
<A, 1>
<pause, 1>
<then, 1>
<Flo, 1>
<cried, 1>
<out, 1>
<Bless, 1>
<me, 1>
<there, 1>
<s, 1>
<a, 1>
<gallows, 1>
<and, 1>
<a, 1>
<man, 1>
<going, 1>
<up, 1>
<Where, 1>
<where, 1>
<shrieks, 1>
<Amy, 1>
<staring, 1>
<out, 1>
<at, 1>
<two, 1>
<tall, 1>
<posts, 1>
<with, 1>
<a, 1>
<crossbeam, 1>
<and, 1>
<some, 1>
<dangling, 1>
<chains, 1>
<A, 1>
<colliery, 1>
<remarks, 1>
<Uncle, 1>
<with, 1>
<a, 1>
<twinkle, 1>
<of, 1>
<the, 1>
<eye, 1>
<Here, 1>
<s, 1>
<a, 1>
<lovely, 1>
<flock, 1>
<of, 1>
<lambs, 1>
<all, 1>
<lying, 1>
<down, 1>
<says, 1>
<Amy, 1>
<See, 1>
<Papa, 1>
<aren, 1>
<t, 1>
<they, 1>
<pretty, 1>
<added, 1>
<Flo, 1>
<sentimentally, 1>
<Geese, 1>
<young, 1>
<ladies, 1>
<returns, 1>
<Uncle, 1>
<in, 1>
<a, 1>
<tone, 1>
<that, 1>
<keeps, 1>
<us, 1>
<quiet, 1>
<till, 1>
<Flo, 1>
<settles, 1>
<down, 1>
<to, 1>
<enjoy, 1>
<the, 1>
<Flirtations, 1>
<of, 1>
<Captain, 1>
<Cavendish, 1>
<and, 1>
<I, 1>
<have, 1>
<the, 1>
<scenery, 1>
<all, 1>
<to, 1>
<myself, 1>
<Of, 1>
<course, 1>
<it, 1>
<rained, 1>
<when, 1>
<we, 1>
<got, 1>
<to, 1>
<London, 1>
<and, 1>
<there, 1>
<was, 1>
<nothing, 1>
<to, 1>
<be, 1>
<seen, 1>
<but, 1>
<fog, 1>
<and, 1>
<umbrellas, 1>
<We, 1>
<rested, 1>
<unpacked, 1>
<and, 1>
<shopped, 1>
<a, 1>
<little, 1>
<between, 1>
<the, 1>
<showers, 1>
<Aunt, 1>
<Mary, 1>
<got, 1>
<me, 1>
<some, 1>
<new, 1>
<things, 1>
<for, 1>
<I, 1>
<came, 1>
<off, 1>
<in, 1>
<such, 1>
<a, 1>
<hurry, 1>
<I, 1>
<wasn, 1>
<t, 1>
<half, 1>
<ready, 1>
<A, 1>
<white, 1>
<hat, 1>
<and, 1>
<blue, 1>
<feather, 1>
<a, 1>
<muslin, 1>
<dress, 1>
<to, 1>
<match, 1>
<and, 1>
<the, 1>
<loveliest, 1>
<mantle, 1>
<you, 1>
<ever, 1>
<saw, 1>
<Shopping, 1>
<in, 1>
<Regent, 1>
<Street, 1>
<is, 1>
<perfectly, 1>
<splendid, 1>
<Things, 1>
<seem, 1>
<so, 1>
<cheap, 1>
<nice, 1>
<ribbons, 1>
<only, 1>
<sixpence, 1>
<a, 1>
<yard, 1>
<I, 1>
<laid, 1>
<in, 1>
<a, 1>
<stock, 1>
<but, 1>
<shall, 1>
<get, 1>
<my, 1>
<gloves, 1>
<in, 1>
<Paris, 1>
<Doesn, 1>
<t, 1>
<that, 1>
<sound, 1>
<sort, 1>
<of, 1>
<elegant, 1>
<and, 1>
<rich, 1>
<Flo, 1>
<and, 1>
<I, 1>
<for, 1>
<the, 1>
<fun, 1>
<of, 1>
<it, 1>
<ordered, 1>
<a, 1>
<hansom, 1>
<cab, 1>
<while, 1>
<Aunt, 1>
<and, 1>
<Uncle, 1>
<were, 1>
<out, 1>
<and, 1>
<went, 1>
<for, 1>
<a, 1>
<drive, 1>
<though, 1>
<we, 1>
<learned, 1>
<afterward, 1>
<that, 1>
<it, 1>
<wasn, 1>
<t, 1>
<the, 1>
<thing, 1>
<for, 1>
<young, 1>
<ladies, 1>
<to, 1>
<ride, 1>
<in, 1>
<them, 1>
<alone, 1>
<It, 1>
<was, 1>
<so, 1>
<droll, 1>
<For, 1>
<when, 1>
<we, 1>
<were, 1>
<shut, 1>
<in, 1>
<by, 1>
<the, 1>
<wooden, 1>
<apron, 1>
<the, 1>
<man, 1>
<drove, 1>
<so, 1>
<fast, 1>
<that, 1>
<Flo, 1>
<was, 1>
<frightened, 1>
<and, 1>
<told, 1>
<me, 1>
<to, 1>
<stop, 1>
<him, 1>
<but, 1>
<he, 1>
<was, 1>
<up, 1>
<outside, 1>
<behind, 1>
<somewhere, 1>
<and, 1>
<I, 1>
<couldn, 1>
<t, 1>
<get, 1>
<at, 1>
<him, 1>
<He, 1>
<didn, 1>
<t, 1>
<hear, 1>
<me, 1>
<call, 1>
<nor, 1>
<see, 1>
<me, 1>
<flap, 1>
<my, 1>
<parasol, 1>
<in, 1>
<front, 1>
<and, 1>
<there, 1>
<we, 1>
<were, 1>
<quite, 1>
<helpless, 1>
<rattling, 1>
<away, 1>
<and, 1>
<whirling, 1>
<around, 1>
<corners, 1>
<at, 1>
<a, 1>
<breakneck, 1>
<pace, 1>
<At, 1>
<last, 1>
<in, 1>
<my, 1>
<despair, 1>
<I, 1>
<saw, 1>
<a, 1>
<little, 1>
<door, 1>
<in, 1>
<the, 1>
<roof, 1>
<and, 1>
<on, 1>
<poking, 1>
<it, 1>
<open, 1>
<a, 1>
<red, 1>
<eye, 1>
<appeared, 1>
<and, 1>
<a, 1>
<beery, 1>
<voice, 1>
<said, 1>
<Now, 1>
<then, 1>
<mum, 1>
<I, 1>
<gave, 1>
<my, 1>
<order, 1>
<as, 1>
<soberly, 1>
<as, 1>
<I, 1>
<could, 1>
<and, 1>
<slamming, 1>
<down, 1>
<the, 1>
<door, 1>
<with, 1>
<an, 1>
<Aye, 1>
<aye, 1>
<mum, 1>
<the, 1>
<man, 1>
<made, 1>
<his, 1>
<horse, 1>
<walk, 1>
<as, 1>
<if, 1>
<going, 1>
<to, 1>
<a, 1>
<funeral, 1>
<I, 1>
<poked, 1>
<again, 1>
<and, 1>
<said, 1>
<A, 1>
<little, 1>
<faster, 1>
<then, 1>
<off, 1>
<he, 1>
<went, 1>
<helter, 1>
<skelter, 1>
<as, 1>
<before, 1>
<and, 1>
<we, 1>
<resigned, 1>
<ourselves, 1>
<to, 1>
<our, 1>
<fate, 1>
<Today, 1>
<was, 1>
<fair, 1>
<and, 1>
<we, 1>
<went, 1>
<to, 1>
<Hyde, 1>
<Park, 1>
<close, 1>
<by, 1>
<for, 1>
<we, 1>
<are, 1>
<more, 1>
<aristocratic, 1>
<than, 1>
<we, 1>
<look, 1>
<The, 1>
<Duke, 1>
<of, 1>
<Devonshire, 1>
<lives, 1>
<near, 1>
<I, 1>
<often, 1>
<see, 1>
<his, 1>
<footmen, 1>
<lounging, 1>
<at, 1>
<the, 1>
<back, 1>
<gate, 1>
<and, 1>
<the, 1>
<Duke, 1>
<of, 1>
<Wellington, 1>
<s, 1>
<house, 1>
<is, 1>
<not, 1>
<far, 1>
<off, 1>
<Such, 1>
<sights, 1>
<as, 1>
<I, 1>
<saw, 1>
<my, 1>
<dear, 1>
<It, 1>
<was, 1>
<as, 1>
<good, 1>
<as, 1>
<Punch, 1>
<for, 1>
<there, 1>
<were, 1>
<fat, 1>
<dowagers, 1>
<rolling, 1>
<about, 1>
<in, 1>
<their, 1>
<red, 1>
<and, 1>
<yellow, 1>
<coaches, 1>
<with, 1>
<gorgeous, 1>
<Jeameses, 1>
<in, 1>
<silk, 1>
<stockings, 1>
<and, 1>
<velvet, 1>
<coats, 1>
<up, 1>
<behind, 1>
<and, 1>
<powdered, 1>
<coachmen, 1>
<in, 1>
<front, 1>
<Smart, 1>
<maids, 1>
<with, 1>
<the, 1>
<rosiest, 1>
<children, 1>
<I, 1>
<ever, 1>
<saw, 1>
<handsome, 1>
<girls, 1>
<looking, 1>
<half, 1>
<asleep, 1>
<dandies, 1>
<in, 1>
<queer, 1>
<English, 1>
<hats, 1>
<and, 1>
<lavender, 1>
<kids, 1>
<lounging, 1>
<about, 1>
<and, 1>
<tall, 1>
<soldiers, 1>
<in, 1>
<short, 1>
<red, 1>
<jackets, 1>
<and, 1>
<muffin, 1>
<caps, 1>
<stuck, 1>
<on, 1>
<one, 1>
<side, 1>
<looking, 1>
<so, 1>
<funny, 1>
<I, 1>
<longed, 1>
<to, 1>
<sketch, 1>
<them, 1>
<Rotten, 1>
<Row, 1>
<means, 1>
<Route, 1>
<de, 1>
<Roi, 1>
<or, 1>
<the, 1>
<king, 1>
<s, 1>
<way, 1>
<but, 1>
<now, 1>
<it, 1>
<s, 1>
<more, 1>
<like, 1>
<a, 1>
<riding, 1>
<school, 1>
<than, 1>
<anything, 1>
<else, 1>
<The, 1>
<horses, 1>
<are, 1>
<splendid, 1>
<and, 1>
<the, 1>
<men, 1>
<especially, 1>
<the, 1>
<grooms, 1>
<ride, 1>
<well, 1>
<but, 1>
<the, 1>
<women, 1>
<are, 1>
<stiff, 1>
<and, 1>
<bounce, 1>
<which, 1>
<isn, 1>
<t, 1>
<according, 1>
<to, 1>
<our, 1>
<rules, 1>
<I, 1>
<longed, 1>
<to, 1>
<show, 1>
<them, 1>
<a, 1>
<tearing, 1>
<American, 1>
<gallop, 1>
<for, 1>
<they, 1>
<trotted, 1>
<solemnly, 1>
<up, 1>
<and, 1>
<down, 1>
<in, 1>
<their, 1>
<scant, 1>
<habits, 1>
<and, 1>
<high, 1>
<hats, 1>
<looking, 1>
<like, 1>
<the, 1>
<women, 1>
<in, 1>
<a, 1>
<toy, 1>
<Noah, 1>
<s, 1>
<Ark, 1>
<Everyone, 1>
<rides, 1>
<old, 1>
<men, 1>
<stout, 1>
<ladies, 1>
<little, 1>
<children, 1>
<and, 1>
<the, 1>
<young, 1>
<folks, 1>
<do, 1>
<a, 1>
<deal, 1>
<of, 1>
<flirting, 1>
<here, 1>
<I, 1>
<saw, 1>
<a, 1>
<pair, 1>
<exchange, 1>
<rose, 1>
<buds, 1>
<for, 1>
<it, 1>
<s, 1>
<the, 1>
<thing, 1>
<to, 1>
<wear, 1>
<one, 1>
<in, 1>
<the, 1>
<button, 1>
<hole, 1>
<and, 1>
<I, 1>
<thought, 1>
<it, 1>
<rather, 1>
<a, 1>
<nice, 1>
<little, 1>
<idea, 1>
<In, 1>
<the, 1>
<P, 1>
<M, 1>
<to, 1>
<Westminster, 1>
<Abbey, 1>
<but, 1>
<don, 1>
<t, 1>
<expect, 1>
<me, 1>
<to, 1>
<describe, 1>
<it, 1>
<that, 1>
<s, 1>
<impossible, 1>
<so, 1>
<I, 1>
<ll, 1>
<only, 1>
<say, 1>
<it, 1>
<was, 1>
<sublime, 1>
<This, 1>
<evening, 1>
<we, 1>
<are, 1>
<going, 1>
<to, 1>
<see, 1>
<Fechter, 1>
<which, 1>
<will, 1>
<be, 1>
<an, 1>
<appropriate, 1>
<end, 1>
<to, 1>
<the, 1>
<happiest, 1>
<day, 1>
<of, 1>
<my, 1>
<life, 1>
<It, 1>
<s, 1>
<very, 1>
<late, 1>
<but, 1>
<I, 1>
<can, 1>
<t, 1>
<let, 1>
<my, 1>
<letter, 1>
<go, 1>
<in, 1>
<the, 1>
<morning, 1>
<without, 1>
<telling, 1>
<you, 1>
<what, 1>
<happened, 1>
<last, 1>
<evening, 1>
<Who, 1>
<do, 1>
<you, 1>
<think, 1>
<came, 1>
<in, 1>
<as, 1>
<we, 1>
<were, 1>
<at, 1>
<tea, 1>
<Laurie, 1>
<s, 1>
<English, 1>
<friends, 1>
<Fred, 1>
<and, 1>
<Frank, 1>
<Vaughn, 1>
<I, 1>
<was, 1>
<so, 1>
<surprised, 1>
<for, 1>
<I, 1>
<shouldn, 1>
<t, 1>
<have, 1>
<known, 1>
<them, 1>
<but, 1>
<for, 1>
<the, 1>
<cards, 1>
<Both, 1>
<are, 1>
<tall, 1>
<fellows, 1>
<with, 1>
<whiskers, 1>
<Fred, 1>
<handsome, 1>
<in, 1>
<the, 1>
<English, 1>
<style, 1>
<and, 1>
<Frank, 1>
<much, 1>
<better, 1>
<for, 1>
<he, 1>
<only, 1>
<limps, 1>
<slightly, 1>
<and, 1>
<uses, 1>
<no, 1>
<crutches, 1>
<They, 1>
<had, 1>
<heard, 1>
<from, 1>
<Laurie, 1>
<where, 1>
<we, 1>
<were, 1>
<to, 1>
<be, 1>
<and, 1>
<came, 1>
<to, 1>
<ask, 1>
<us, 1>
<to, 1>
<their, 1>
<house, 1>
<but, 1>
<Uncle, 1>
<won, 1>
<t, 1>
<go, 1>
<so, 1>
<we, 1>
<shall, 1>
<return, 1>
<the, 1>
<call, 1>
<and, 1>
<see, 1>
<them, 1>
<as, 1>
<we, 1>
<can, 1>
<They, 1>
<went, 1>
<to, 1>
<the, 1>
<theater, 1>
<with, 1>
<us, 1>
<and, 1>
<we, 1>
<did, 1>
<have, 1>
<such, 1>
<a, 1>
<good, 1>
<time, 1>
<for, 1>
<Frank, 1>
<devoted, 1>
<himself, 1>
<to, 1>
<Flo, 1>
<and, 1>
<Fred, 1>
<and, 1>
<I, 1>
<talked, 1>
<over, 1>
<past, 1>
<present, 1>
<and, 1>
<future, 1>
<fun, 1>
<as, 1>
<if, 1>
<we, 1>
<had, 1>
<known, 1>
<each, 1>
<other, 1>
<all, 1>
<our, 1>
<days, 1>
<Tell, 1>
<Beth, 1>
<Frank, 1>
<asked, 1>
<for, 1>
<her, 1>
<and, 1>
<was, 1>
<sorry, 1>
<to, 1>
<hear, 1>
<of, 1>
<her, 1>
<ill, 1>
<health, 1>
<Fred, 1>
<laughed, 1>
<when, 1>
<I, 1>
<spoke, 1>
<of, 1>
<Jo, 1>
<and, 1>
<sent, 1>
<his, 1>
<respectful, 1>
<compliments, 1>
<to, 1>
<the, 1>
<big, 1>
<hat, 1>
<Neither, 1>
<of, 1>
<them, 1>
<had, 1>
<forgotten, 1>
<Camp, 1>
<Laurence, 1>
<or, 1>
<the, 1>
<fun, 1>
<we, 1>
<had, 1>
<there, 1>
<What, 1>
<ages, 1>
<ago, 1>
<it, 1>
<seems, 1>
<doesn, 1>
<t, 1>
<it, 1>
<Aunt, 1>
<is, 1>
<tapping, 1>
<on, 1>
<the, 1>
<wall, 1>
<for, 1>
<the, 1>
<third, 1>
<time, 1>
<so, 1>
<I, 1>
<must, 1>
<stop, 1>
<I, 1>
<really, 1>
<feel, 1>
<like, 1>
<a, 1>
<dissipated, 1>
<London, 1>
<fine, 1>
<lady, 1>
<writing, 1>
<here, 1>
<so, 1>
<late, 1>
<with, 1>
<my, 1>
<room, 1>
<full, 1>
<of, 1>
<pretty, 1>
<things, 1>
<and, 1>
<my, 1>
<head, 1>
<a, 1>
<jumble, 1>
<of, 1>
<parks, 1>
<theaters, 1>
<new, 1>
<gowns, 1>
<and, 1>
<gallant, 1>
<creatures, 1>
<who, 1>
<say, 1>
<Ah, 1>
<and, 1>
<twirl, 1>
<their, 1>
<blond, 1>
<mustaches, 1>
<with, 1>
<the, 1>
<true, 1>
<English, 1>
<lordliness, 1>
<I, 1>
<long, 1>
<to, 1>
<see, 1>
<you, 1>
<all, 1>
<and, 1>
<in, 1>
<spite, 1>
<of, 1>
<my, 1>
<nonsense, 1>
<am, 1>
<as, 1>
<ever, 1>
<your, 1>
<loving, 1>
<AMY, 1>
<PARIS, 1>
<Dear, 1>
<girls, 1>
<In, 1>
<my, 1>
<last, 1>
<I, 1>
<told, 1>
<you, 1>
<about, 1>
<our, 1>
<London, 1>
<visit, 1>
<how, 1>
<kind, 1>
<the, 1>
<Vaughns, 1>
<were, 1>
<and, 1>
<what, 1>
<pleasant, 1>
<parties, 1>
<they, 1>
<made, 1>
<for, 1>
<us, 1>
<I, 1>
<enjoyed, 1>
<the, 1>
<trips, 1>
<to, 1>
<Hampton, 1>
<Court, 1>
<and, 1>
<the, 1>
<Kensington, 1>
<Museum, 1>
<more, 1>
<than, 1>
<anything, 1>
<else, 1>
<for, 1>
<at, 1>
<Hampton, 1>
<I, 1>
<saw, 1>
<Raphael, 1>
<s, 1>
<cartoons, 1>
<and, 1>
<at, 1>
<the, 1>
<Museum, 1>
<rooms, 1>
<full, 1>
<of, 1>
<pictures, 1>
<by, 1>
<Turner, 1>
<Lawrence, 1>
<Reynolds, 1>
<Hogarth, 1>
<and, 1>
<the, 1>
<other, 1>
<great, 1>
<creatures, 1>
<The, 1>
<day, 1>
<in, 1>
<Richmond, 1>
<Park, 1>
<was, 1>
<charming, 1>
<for, 1>
<we, 1>
<had, 1>
<a, 1>
<regular, 1>
<English, 1>
<picnic, 1>
<and, 1>
<I, 1>
<had, 1>
<more, 1>
<splendid, 1>
<oaks, 1>
<and, 1>
<groups, 1>
<of, 1>
<deer, 1>
<than, 1>
<I, 1>
<could, 1>
<copy, 1>
<also, 1>
<heard, 1>
<a, 1>
<nightingale, 1>
<and, 1>
<saw, 1>
<larks, 1>
<go, 1>
<up, 1>
<We, 1>
<did, 1>
<London, 1>
<to, 1>
<our, 1>
<heart, 1>
<s, 1>
<content, 1>
<thanks, 1>
<to, 1>
<Fred, 1>
<and, 1>
<Frank, 1>
<and, 1>
<were, 1>
<sorry, 1>
<to, 1>
<go, 1>
<away, 1>
<for, 1>
<though, 1>
<English, 1>
<people, 1>
<are, 1>
<slow, 1>
<to, 1>
<take, 1>
<you, 1>
<in, 1>
<when, 1>
<they, 1>
<once, 1>
<make, 1>
<up, 1>
<their, 1>
<minds, 1>
<to, 1>
<do, 1>
<it, 1>
<they, 1>
<cannot, 1>
<be, 1>
<outdone, 1>
<in, 1>
<hospitality, 1>
<I, 1>
<think, 1>
<The, 1>
<Vaughns, 1>
<hope, 1>
<to, 1>
<meet, 1>
<us, 1>
<in, 1>
<Rome, 1>
<next, 1>
<winter, 1>
<and, 1>
<I, 1>
<shall, 1>
<be, 1>
<dreadfully, 1>
<disappointed, 1>
<if, 1>
<they, 1>
<don, 1>
<t, 1>
<for, 1>
<Grace, 1>
<and, 1>
<I, 1>
<are, 1>
<great, 1>
<friends, 1>
<and, 1>
<the, 1>
<boys, 1>
<very, 1>
<nice, 1>
<fellows, 1>
<especially, 1>
<Fred, 1>
<Well, 1>
<we, 1>
<were, 1>
<hardly, 1>
<settled, 1>
<here, 1>
<when, 1>
<he, 1>
<turned, 1>
<up, 1>
<again, 1>
<saying, 1>
<he, 1>
<had, 1>
<come, 1>
<for, 1>
<a, 1>
<holiday, 1>
<and, 1>
<was, 1>
<going, 1>
<to, 1>
<Switzerland, 1>
<Aunt, 1>
<looked, 1>
<sober, 1>
<at, 1>
<first, 1>
<but, 1>
<he, 1>
<was, 1>
<so, 1>
<cool, 1>
<about, 1>
<it, 1>
<she, 1>
<couldn, 1>
<t, 1>
<say, 1>
<a, 1>
<word, 1>
<And, 1>
<now, 1>
<we, 1>
<get, 1>
<on, 1>
<nicely, 1>
<and, 1>
<are, 1>
<very, 1>
<glad, 1>
<he, 1>
<came, 1>
<for, 1>
<he, 1>
<speaks, 1>
<French, 1>
<like, 1>
<a, 1>
<native, 1>
<and, 1>
<I, 1>
<don, 1>
<t, 1>
<know, 1>
<what, 1>
<we, 1>
<should, 1>
<do, 1>
<without, 1>
<him, 1>
<Uncle, 1>
<doesn, 1>
<t, 1>
<know, 1>
<ten, 1>
<words, 1>
<and, 1>
<insists, 1>
<on, 1>
<talking, 1>
<English, 1>
<very, 1>
<loud, 1>
<as, 1>
<if, 1>
<it, 1>
<would, 1>
<make, 1>
<people, 1>
<understand, 1>
<him, 1>
<Aunt, 1>
<s, 1>
<pronunciation, 1>
<is, 1>
<old, 1>
<fashioned, 1>
<and, 1>
<Flo, 1>
<and, 1>
<I, 1>
<though, 1>
<we, 1>
<flattered, 1>
<ourselves, 1>
<that, 1>
<we, 1>
<knew, 1>
<a, 1>
<good, 1>
<deal, 1>
<find, 1>
<we, 1>
<don, 1>
<t, 1>
<and, 1>
<are, 1>
<very, 1>
<grateful, 1>
<to, 1>
<have, 1>
<Fred, 1>
<do, 1>
<the, 1>
<parley, 1>
<vooing, 1>
<as, 1>
<Uncle, 1>
<calls, 1>
<it, 1>
<Such, 1>
<delightful, 1>
<times, 1>
<as, 1>
<we, 1>
<are, 1>
<having, 1>
<Sight, 1>
<seeing, 1>
<from, 1>
<morning, 1>
<till, 1>
<night, 1>
<stopping, 1>
<for, 1>
<nice, 1>
<lunches, 1>
<in, 1>
<the, 1>
<gay, 1>
<cafes, 1>
<and, 1>
<meeting, 1>
<with, 1>
<all, 1>
<sorts, 1>
<of, 1>
<droll, 1>
<adventures, 1>
<Rainy, 1>
<days, 1>
<I, 1>
<spend, 1>
<in, 1>
<the, 1>
<Louvre, 1>
<revelling, 1>
<in, 1>
<pictures, 1>
<Jo, 1>
<would, 1>
<turn, 1>
<up, 1>
<her, 1>
<naughty, 1>
<nose, 1>
<at, 1>
<some, 1>
<of, 1>
<the, 1>
<finest, 1>
<because, 1>
<she, 1>
<has, 1>
<no, 1>
<soul, 1>
<for, 1>
<art, 1>
<but, 1>
<I, 1>
<have, 1>
<and, 1>
<I, 1>
<m, 1>
<cultivating, 1>
<eye, 1>
<and, 1>
