<latest, 1>
<the, 1>
<enchantment, 1>
<of, 1>
<beauty, 1>
<light, 1>
<music, 1>
<and, 1>
<motion, 1>
<Laurie, 1>
<had, 1>
<a, 1>
<waked, 1>
<up, 1>
<look, 1>
<as, 1>
<he, 1>
<rose, 1>
<to, 1>
<give, 1>
<her, 1>
<his, 1>
<seat, 1>
<and, 1>
<when, 1>
<he, 1>
<hurried, 1>
<away, 1>
<to, 1>
<bring, 1>
<her, 1>
<some, 1>
<supper, 1>
<she, 1>
<said, 1>
<to, 1>
<herself, 1>
<with, 1>
<a, 1>
<satisfied, 1>
<smile, 1>
<Ah, 1>
<I, 1>
<thought, 1>
<that, 1>
<would, 1>
<do, 1>
<him, 1>
<good, 1>
<You, 1>
<look, 1>
<like, 1>
<Balzac, 1>
<s, 1>
<Femme, 1>
<Peinte, 1>
<Par, 1>
<Elle, 1>
<Meme, 1>
<he, 1>
<said, 1>
<as, 1>
<he, 1>
<fanned, 1>
<her, 1>
<with, 1>
<one, 1>
<hand, 1>
<and, 1>
<held, 1>
<her, 1>
<coffee, 1>
<cup, 1>
<in, 1>
<the, 1>
<other, 1>
<My, 1>
<rouge, 1>
<won, 1>
<t, 1>
<come, 1>
<off, 1>
<and, 1>
<Amy, 1>
<rubbed, 1>
<her, 1>
<brilliant, 1>
<cheek, 1>
<and, 1>
<showed, 1>
<him, 1>
<her, 1>
<white, 1>
<glove, 1>
<with, 1>
<a, 1>
<sober, 1>
<simplicity, 1>
<that, 1>
<made, 1>
<him, 1>
<laugh, 1>
<outright, 1>
<What, 1>
<do, 1>
<you, 1>
<call, 1>
<this, 1>
<stuff, 1>
<he, 1>
<asked, 1>
<touching, 1>
<a, 1>
<fold, 1>
<of, 1>
<her, 1>
<dress, 1>
<that, 1>
<had, 1>
<blown, 1>
<over, 1>
<his, 1>
<knee, 1>
<Illusion, 1>
<Good, 1>
<name, 1>
<for, 1>
<it, 1>
<It, 1>
<s, 1>
<very, 1>
<pretty, 1>
<new, 1>
<thing, 1>
<isn, 1>
<t, 1>
<it, 1>
<It, 1>
<s, 1>
<as, 1>
<old, 1>
<as, 1>
<the, 1>
<hills, 1>
<You, 1>
<have, 1>
<seen, 1>
<it, 1>
<on, 1>
<dozens, 1>
<of, 1>
<girls, 1>
<and, 1>
<you, 1>
<never, 1>
<found, 1>
<out, 1>
<that, 1>
<it, 1>
<was, 1>
<pretty, 1>
<till, 1>
<now, 1>
<stupide, 1>
<I, 1>
<never, 1>
<saw, 1>
<it, 1>
<on, 1>
<you, 1>
<before, 1>
<which, 1>
<accounts, 1>
<for, 1>
<the, 1>
<mistake, 1>
<you, 1>
<see, 1>
<None, 1>
<of, 1>
<that, 1>
<it, 1>
<is, 1>
<forbidden, 1>
<I, 1>
<d, 1>
<rather, 1>
<take, 1>
<coffee, 1>
<than, 1>
<compliments, 1>
<just, 1>
<now, 1>
<No, 1>
<don, 1>
<t, 1>
<lounge, 1>
<it, 1>
<makes, 1>
<me, 1>
<nervous, 1>
<Laurie, 1>
<sat, 1>
<bold, 1>
<upright, 1>
<and, 1>
<meekly, 1>
<took, 1>
<her, 1>
<empty, 1>
<plate, 1>
<feeling, 1>
<an, 1>
<odd, 1>
<sort, 1>
<of, 1>
<pleasure, 1>
<in, 1>
<having, 1>
<little, 1>
<Amy, 1>
<order, 1>
<him, 1>
<about, 1>
<for, 1>
<she, 1>
<had, 1>
<lost, 1>
<her, 1>
<shyness, 1>
<now, 1>
<and, 1>
<felt, 1>
<an, 1>
<irrestible, 1>
<desire, 1>
<to, 1>
<trample, 1>
<on, 1>
<him, 1>
<as, 1>
<girls, 1>
<have, 1>
<a, 1>
<delightful, 1>
<way, 1>
<of, 1>
<doing, 1>
<when, 1>
<lords, 1>
<of, 1>
<creation, 1>
<show, 1>
<any, 1>
<signs, 1>
<of, 1>
<subjection, 1>
<Where, 1>
<did, 1>
<you, 1>
<learn, 1>
<all, 1>
<this, 1>
<sort, 1>
<of, 1>
<thing, 1>
<he, 1>
<asked, 1>
<with, 1>
<a, 1>
<quizzical, 1>
<look, 1>
<As, 1>
<this, 1>
<sort, 1>
<of, 1>
<thing, 1>
<is, 1>
<rather, 1>
<a, 1>
<vague, 1>
<expression, 1>
<would, 1>
<you, 1>
<kindly, 1>
<explain, 1>
<returned, 1>
<Amy, 1>
<knowing, 1>
<perfectly, 1>
<well, 1>
<what, 1>
<he, 1>
<meant, 1>
<but, 1>
<wickedly, 1>
<leaving, 1>
<him, 1>
<to, 1>
<describe, 1>
<what, 1>
<is, 1>
<indescribable, 1>
<Well, 1>
<the, 1>
<general, 1>
<air, 1>
<the, 1>
<style, 1>
<the, 1>
<self, 1>
<possession, 1>
<the, 1>
<the, 1>
<illusion, 1>
<you, 1>
<know, 1>
<laughed, 1>
<Laurie, 1>
<breaking, 1>
<down, 1>
<and, 1>
<helping, 1>
<himself, 1>
<out, 1>
<of, 1>
<his, 1>
<quandary, 1>
<with, 1>
<the, 1>
<new, 1>
<word, 1>
<Amy, 1>
<was, 1>
<gratified, 1>
<but, 1>
<of, 1>
<course, 1>
<didn, 1>
<t, 1>
<show, 1>
<it, 1>
<and, 1>
<demurely, 1>
<answered, 1>
<Foreign, 1>
<life, 1>
<polishes, 1>
<one, 1>
<in, 1>
<spite, 1>
<of, 1>
<one, 1>
<s, 1>
<self, 1>
<I, 1>
<study, 1>
<as, 1>
<well, 1>
<as, 1>
<play, 1>
<and, 1>
<as, 1>
<for, 1>
<this, 1>
<with, 1>
<a, 1>
<little, 1>
<gesture, 1>
<toward, 1>
<her, 1>
<dress, 1>
<why, 1>
<tulle, 1>
<is, 1>
<cheap, 1>
<posies, 1>
<to, 1>
<be, 1>
<had, 1>
<for, 1>
<nothing, 1>
<and, 1>
<I, 1>
<am, 1>
<used, 1>
<to, 1>
<making, 1>
<the, 1>
<most, 1>
<of, 1>
<my, 1>
<poor, 1>
<little, 1>
<things, 1>
<Amy, 1>
<rather, 1>
<regretted, 1>
<that, 1>
<last, 1>
<sentence, 1>
<fearing, 1>
<it, 1>
<wasn, 1>
<t, 1>
<in, 1>
<good, 1>
<taste, 1>
<but, 1>
<Laurie, 1>
<liked, 1>
<her, 1>
<better, 1>
<for, 1>
<it, 1>
<and, 1>
<found, 1>
<himself, 1>
<both, 1>
<admiring, 1>
<and, 1>
<respecting, 1>
<the, 1>
<brave, 1>
<patience, 1>
<that, 1>
<made, 1>
<the, 1>
<most, 1>
<of, 1>
<opportunity, 1>
<and, 1>
<the, 1>
<cheerful, 1>
<spirit, 1>
<that, 1>
<covered, 1>
<poverty, 1>
<with, 1>
<flowers, 1>
<Amy, 1>
<did, 1>
<not, 1>
<know, 1>
<why, 1>
<he, 1>
<looked, 1>
<at, 1>
<her, 1>
<so, 1>
<kindly, 1>
<nor, 1>
<why, 1>
<he, 1>
<filled, 1>
<up, 1>
<her, 1>
<book, 1>
<with, 1>
<his, 1>
<own, 1>
<name, 1>
<and, 1>
<devoted, 1>
<himself, 1>
<to, 1>
<her, 1>
<for, 1>
<the, 1>
<rest, 1>
<of, 1>
<the, 1>
<evening, 1>
<in, 1>
<the, 1>
<most, 1>
<delightful, 1>
<manner, 1>
<but, 1>
<the, 1>
<impulse, 1>
<that, 1>
<wrought, 1>
<this, 1>
<agreeable, 1>
<change, 1>
<was, 1>
<the, 1>
<result, 1>
<of, 1>
<one, 1>
<of, 1>
<the, 1>
<new, 1>
<impressions, 1>
<which, 1>
<both, 1>
<of, 1>
<them, 1>
<were, 1>
<unconsciously, 1>
<giving, 1>
<and, 1>
<receiving, 1>
<CHAPTER, 1>
<THIRTY, 1>
<EIGHT, 1>
<ON, 1>
<THE, 1>
<SHELF, 1>
<In, 1>
<France, 1>
<the, 1>
<young, 1>
<girls, 1>
<have, 1>
<a, 1>
<dull, 1>
<time, 1>
<of, 1>
<it, 1>
<till, 1>
<they, 1>
<are, 1>
<married, 1>
<when, 1>
<Vive, 1>
<la, 1>
<liberte, 1>
<becomes, 1>
<their, 1>
<motto, 1>
<In, 1>
<America, 1>
<as, 1>
<everyone, 1>
<knows, 1>
<girls, 1>
<early, 1>
<sign, 1>
<the, 1>
<declaration, 1>
<of, 1>
<independence, 1>
<and, 1>
<enjoy, 1>
<their, 1>
<freedom, 1>
<with, 1>
<republican, 1>
<zest, 1>
<but, 1>
<the, 1>
<young, 1>
<matrons, 1>
<usually, 1>
<abdicate, 1>
<with, 1>
<the, 1>
<first, 1>
<heir, 1>
<to, 1>
<the, 1>
<throne, 1>
<and, 1>
<go, 1>
<into, 1>
<a, 1>
<seclusion, 1>
<almost, 1>
<as, 1>
<close, 1>
<as, 1>
<a, 1>
<French, 1>
<nunnery, 1>
<though, 1>
<by, 1>
<no, 1>
<means, 1>
<as, 1>
<quiet, 1>
<Whether, 1>
<they, 1>
<like, 1>
<it, 1>
<or, 1>
<not, 1>
<they, 1>
<are, 1>
<virtually, 1>
<put, 1>
<upon, 1>
<the, 1>
<shelf, 1>
<as, 1>
<soon, 1>
<as, 1>
<the, 1>
<wedding, 1>
<excitement, 1>
<is, 1>
<over, 1>
<and, 1>
<most, 1>
<of, 1>
<them, 1>
<might, 1>
<exclaim, 1>
<as, 1>
<did, 1>
<a, 1>
<very, 1>
<pretty, 1>
<woman, 1>
<the, 1>
<other, 1>
<day, 1>
<I, 1>
<m, 1>
<as, 1>
<handsome, 1>
<as, 1>
<ever, 1>
<but, 1>
<no, 1>
<one, 1>
<takes, 1>
<any, 1>
<notice, 1>
<of, 1>
<me, 1>
<because, 1>
<I, 1>
<m, 1>
<married, 1>
<Not, 1>
<being, 1>
<a, 1>
<belle, 1>
<or, 1>
<even, 1>
<a, 1>
<fashionable, 1>
<lady, 1>
<Meg, 1>
<did, 1>
<not, 1>
<experience, 1>
<this, 1>
<affliction, 1>
<till, 1>
<her, 1>
<babies, 1>
<were, 1>
<a, 1>
<year, 1>
<old, 1>
<for, 1>
<in, 1>
<her, 1>
<little, 1>
<world, 1>
<primitive, 1>
<customs, 1>
<prevailed, 1>
<and, 1>
<she, 1>
<found, 1>
<herself, 1>
<more, 1>
<admired, 1>
<and, 1>
<beloved, 1>
<than, 1>
<ever, 1>
<As, 1>
<she, 1>
<was, 1>
<a, 1>
<womanly, 1>
<little, 1>
<woman, 1>
<the, 1>
<maternal, 1>
<instinct, 1>
<was, 1>
<very, 1>
<strong, 1>
<and, 1>
<she, 1>
<was, 1>
<entirely, 1>
<absorbed, 1>
<in, 1>
<her, 1>
<children, 1>
<to, 1>
<the, 1>
<utter, 1>
<exclusion, 1>
<of, 1>
<everything, 1>
<and, 1>
<everybody, 1>
<else, 1>
<Day, 1>
<and, 1>
<night, 1>
<she, 1>
<brooded, 1>
<over, 1>
<them, 1>
<with, 1>
<tireless, 1>
<devotion, 1>
<and, 1>
<anxiety, 1>
<leaving, 1>
<John, 1>
<to, 1>
<the, 1>
<tender, 1>
<mercies, 1>
<of, 1>
<the, 1>
<help, 1>
<for, 1>
<an, 1>
<Irish, 1>
<lady, 1>
<now, 1>
<presided, 1>
<over, 1>
<the, 1>
<kitchen, 1>
<department, 1>
<Being, 1>
<a, 1>
<domestic, 1>
<man, 1>
<John, 1>
<decidedly, 1>
<missed, 1>
<the, 1>
<wifely, 1>
<attentions, 1>
<he, 1>
<had, 1>
<been, 1>
<accustomed, 1>
<to, 1>
<receive, 1>
<but, 1>
<as, 1>
<he, 1>
<adored, 1>
<his, 1>
<babies, 1>
<he, 1>
<cheerfully, 1>
<relinquished, 1>
<his, 1>
<comfort, 1>
<for, 1>
<a, 1>
<time, 1>
<supposing, 1>
<with, 1>
<masculine, 1>
<ignorance, 1>
<that, 1>
<peace, 1>
<would, 1>
<soon, 1>
<be, 1>
<restored, 1>
<But, 1>
<three, 1>
<months, 1>
<passed, 1>
<and, 1>
<there, 1>
<was, 1>
<no, 1>
<return, 1>
<of, 1>
<repose, 1>
<Meg, 1>
<looked, 1>
<worn, 1>
<and, 1>
<nervous, 1>
<the, 1>
<babies, 1>
<absorbed, 1>
<every, 1>
<minute, 1>
<of, 1>
<her, 1>
<time, 1>
<the, 1>
<house, 1>
<was, 1>
<neglected, 1>
<and, 1>
<Kitty, 1>
<the, 1>
<cook, 1>
<who, 1>
<took, 1>
<life, 1>
<aisy, 1>
<kept, 1>
<him, 1>
<on, 1>
<short, 1>
<commons, 1>
<When, 1>
<he, 1>
<went, 1>
<out, 1>
<in, 1>
<the, 1>
<morning, 1>
<he, 1>
<was, 1>
<bewildered, 1>
<by, 1>
<small, 1>
<commissions, 1>
<for, 1>
<the, 1>
<captive, 1>
<mamma, 1>
<if, 1>
<he, 1>
<came, 1>
<gaily, 1>
<in, 1>
<at, 1>
<night, 1>
<eager, 1>
<to, 1>
<embrace, 1>
<his, 1>
<family, 1>
<he, 1>
<was, 1>
<quenched, 1>
<by, 1>
<a, 1>
<Hush, 1>
<They, 1>
<are, 1>
<just, 1>
<asleep, 1>
<after, 1>
<worrying, 1>
<all, 1>
<day, 1>
<If, 1>
<he, 1>
<proposed, 1>
<a, 1>
<little, 1>
<amusement, 1>
<at, 1>
<home, 1>
<No, 1>
<it, 1>
<would, 1>
<disturb, 1>
<the, 1>
<babies, 1>
<If, 1>
<he, 1>
<hinted, 1>
<at, 1>
<a, 1>
<lecture, 1>
<or, 1>
<a, 1>
<concert, 1>
<he, 1>
<was, 1>
<answered, 1>
<with, 1>
<a, 1>
<reproachful, 1>
<look, 1>
<and, 1>
<a, 1>
<decided, 1>
<Leave, 1>
<my, 1>
<children, 1>
<for, 1>
<pleasure, 1>
<never, 1>
<His, 1>
<sleep, 1>
<was, 1>
<broken, 1>
<by, 1>
<infant, 1>
<wails, 1>
<and, 1>
<visions, 1>
<of, 1>
<a, 1>
<phantom, 1>
<figure, 1>
<pacing, 1>
<noiselessly, 1>
<to, 1>
<and, 1>
<fro, 1>
<in, 1>
<the, 1>
<watches, 1>
<of, 1>
<the, 1>
<night, 1>
<His, 1>
<meals, 1>
<were, 1>
<interrupted, 1>
<by, 1>
<the, 1>
<frequent, 1>
<flight, 1>
<of, 1>
<the, 1>
<presiding, 1>
<genius, 1>
<who, 1>
<deserted, 1>
<him, 1>
<half, 1>
<helped, 1>
<if, 1>
<a, 1>
<muffled, 1>
<chirp, 1>
<sounded, 1>
<from, 1>
<the, 1>
<nest, 1>
<above, 1>
<And, 1>
<when, 1>
<he, 1>
<read, 1>
<his, 1>
<paper, 1>
<of, 1>
<an, 1>
<evening, 1>
<Demi, 1>
<s, 1>
<colic, 1>
<got, 1>
<into, 1>
<the, 1>
<shipping, 1>
<list, 1>
<and, 1>
<Daisy, 1>
<s, 1>
<fall, 1>
<affected, 1>
<the, 1>
<price, 1>
<of, 1>
<stocks, 1>
<for, 1>
<Mrs, 1>
<Brooke, 1>
<was, 1>
<only, 1>
<interested, 1>
<in, 1>
<domestic, 1>
<news, 1>
<The, 1>
<poor, 1>
<man, 1>
<was, 1>
<very, 1>
<uncomfortable, 1>
<for, 1>
<the, 1>
<children, 1>
<had, 1>
<bereft, 1>
<him, 1>
<of, 1>
<his, 1>
<wife, 1>
<home, 1>
<was, 1>
<merely, 1>
<a, 1>
<nursery, 1>
<and, 1>
<the, 1>
<perpetual, 1>
<hushing, 1>
<made, 1>
<him, 1>
<feel, 1>
<like, 1>
<a, 1>
<brutal, 1>
<intruder, 1>
<whenever, 1>
<he, 1>
<entered, 1>
<the, 1>
<sacred, 1>
<precincts, 1>
<of, 1>
<Babyland, 1>
<He, 1>
<bore, 1>
<it, 1>
<very, 1>
<patiently, 1>
<for, 1>
<six, 1>
<months, 1>
<and, 1>
<when, 1>
<no, 1>
<signs, 1>
<of, 1>
<amendment, 1>
<appeared, 1>
<he, 1>
<did, 1>
<what, 1>
<other, 1>
<paternal, 1>
<exiles, 1>
<do, 1>
<tried, 1>
<to, 1>
<get, 1>
<a, 1>
<little, 1>
<comfort, 1>
<elsewhere, 1>
<Scott, 1>
<had, 1>
<married, 1>
<and, 1>
<gone, 1>
<to, 1>
<housekeeping, 1>
<not, 1>
<far, 1>
<off, 1>
<and, 1>
<John, 1>
<fell, 1>
<into, 1>
<the, 1>
<way, 1>
<of, 1>
<running, 1>
<over, 1>
<for, 1>
<an, 1>
<hour, 1>
<or, 1>
<two, 1>
<of, 1>
<an, 1>
<evening, 1>
<when, 1>
<his, 1>
<own, 1>
<parlor, 1>
<was, 1>
<empty, 1>
<and, 1>
<his, 1>
<own, 1>
<wife, 1>
<singing, 1>
<lullabies, 1>
<that, 1>
<seemed, 1>
<to, 1>
<have, 1>
<no, 1>
<end, 1>
<Mrs, 1>
<Scott, 1>
<was, 1>
<a, 1>
<lively, 1>
<pretty, 1>
<girl, 1>
<with, 1>
<nothing, 1>
<to, 1>
<do, 1>
<but, 1>
<be, 1>
<agreeable, 1>
<and, 1>
<she, 1>
<performed, 1>
<her, 1>
<mission, 1>
<most, 1>
<successfully, 1>
<The, 1>
<parlor, 1>
<was, 1>
<always, 1>
<bright, 1>
<and, 1>
<attractive, 1>
<the, 1>
<chessboard, 1>
<ready, 1>
<the, 1>
<piano, 1>
<in, 1>
<tune, 1>
<plenty, 1>
<of, 1>
<gay, 1>
<gossip, 1>
<and, 1>
<a, 1>
<nice, 1>
<little, 1>
<supper, 1>
<set, 1>
<forth, 1>
<in, 1>
<tempting, 1>
<style, 1>
<John, 1>
<would, 1>
<have, 1>
<preferred, 1>
<his, 1>
<own, 1>
<fireside, 1>
<if, 1>
<it, 1>
<had, 1>
<not, 1>
<been, 1>
<so, 1>
<lonely, 1>
<but, 1>
<as, 1>
<it, 1>
<was, 1>
<he, 1>
<gratefully, 1>
<took, 1>
<the, 1>
<next, 1>
<best, 1>
<thing, 1>
<and, 1>
<enjoyed, 1>
<his, 1>
<neighbor, 1>
<s, 1>
<society, 1>
<Meg, 1>
<rather, 1>
<approved, 1>
<of, 1>
<the, 1>
<new, 1>
<arrangement, 1>
<at, 1>
<first, 1>
<and, 1>
<found, 1>
<it, 1>
<a, 1>
<relief, 1>
<to, 1>
<know, 1>
<that, 1>
<John, 1>
<was, 1>
<having, 1>
<a, 1>
<good, 1>
<time, 1>
<instead, 1>
<of, 1>
<dozing, 1>
<in, 1>
<the, 1>
<parlor, 1>
<or, 1>
<tramping, 1>
<about, 1>
<the, 1>
<house, 1>
<and, 1>
<waking, 1>
<the, 1>
<children, 1>
<But, 1>
<by, 1>
<and, 1>
<by, 1>
<when, 1>
<the, 1>
<teething, 1>
<worry, 1>
<was, 1>
<over, 1>
<and, 1>
<the, 1>
<idols, 1>
<went, 1>
<to, 1>
<sleep, 1>
<at, 1>
<proper, 1>
<hours, 1>
<leaving, 1>
<Mamma, 1>
<time, 1>
<to, 1>
<rest, 1>
<she, 1>
<began, 1>
<to, 1>
<miss, 1>
<John, 1>
<and, 1>
<find, 1>
<her, 1>
<workbasket, 1>
<dull, 1>
<company, 1>
<when, 1>
<he, 1>
<was, 1>
<not, 1>
<sitting, 1>
<opposite, 1>
<in, 1>
<his, 1>
<old, 1>
<dressing, 1>
<gown, 1>
<comfortably, 1>
<scorching, 1>
<his, 1>
<slippers, 1>
<on, 1>
<the, 1>
<fender, 1>
<She, 1>
<would, 1>
<not, 1>
<ask, 1>
<him, 1>
<to, 1>
<stay, 1>
<at, 1>
<home, 1>
<but, 1>
<felt, 1>
<injured, 1>
<because, 1>
<he, 1>
<did, 1>
<not, 1>
<know, 1>
<that, 1>
<she, 1>
<wanted, 1>
<him, 1>
<without, 1>
<being, 1>
<told, 1>
<entirely, 1>
<forgetting, 1>
<the, 1>
<many, 1>
<evenings, 1>
<he, 1>
<had, 1>
<waited, 1>
<for, 1>
<her, 1>
<in, 1>
<vain, 1>
<She, 1>
<was, 1>
<nervous, 1>
<and, 1>
<worn, 1>
<out, 1>
<with, 1>
<watching, 1>
<and, 1>
<worry, 1>
<and, 1>
<in, 1>
<that, 1>
<unreasonable, 1>
<frame, 1>
<of, 1>
<mind, 1>
<which, 1>
<the, 1>
<best, 1>
<of, 1>
<mothers, 1>
<occasionally, 1>
<experience, 1>
<when, 1>
<domestic, 1>
<cares, 1>
<oppress, 1>
<them, 1>
<Want, 1>
<of, 1>
<exercise, 1>
<robs, 1>
<them, 1>
<of, 1>
<cheerfulness, 1>
<and, 1>
<too, 1>
<much, 1>
<devotion, 1>
<to, 1>
<that, 1>
<idol, 1>
<of, 1>
<American, 1>
<women, 1>
<the, 1>
<teapot, 1>
<makes, 1>
<them, 1>
<feel, 1>
<as, 1>
<if, 1>
<they, 1>
<were, 1>
<all, 1>
<nerve, 1>
<and, 1>
<no, 1>
<muscle, 1>
<Yes, 1>
<she, 1>
<would, 1>
<say, 1>
<looking, 1>
<in, 1>
<the, 1>
<glass, 1>
<I, 1>
<m, 1>
<getting, 1>
<old, 1>
<and, 1>
<ugly, 1>
<John, 1>
<doesn, 1>
<t, 1>
<find, 1>
<me, 1>
<interesting, 1>
<any, 1>
<longer, 1>
<so, 1>
<he, 1>
<leaves, 1>
<his, 1>
<faded, 1>
<wife, 1>
<and, 1>
<goes, 1>
<to, 1>
<see, 1>
<his, 1>
<pretty, 1>
<neighbor, 1>
<who, 1>
<has, 1>
<no, 1>
<incumbrances, 1>
<Well, 1>
<the, 1>
<babies, 1>
<love, 1>
<me, 1>
<they, 1>
<don, 1>
<t, 1>
<care, 1>
<if, 1>
<I, 1>
<am, 1>
<thin, 1>
<and, 1>
<pale, 1>
<and, 1>
<haven, 1>
<t, 1>
<time, 1>
<to, 1>
<crimp, 1>
<my, 1>
<hair, 1>
<they, 1>
<are, 1>
<my, 1>
<comfort, 1>
<and, 1>
<some, 1>
<day, 1>
<John, 1>
<will, 1>
<see, 1>
<what, 1>
<I, 1>
<ve, 1>
<gladly, 1>
<sacrificed, 1>
<for, 1>
<them, 1>
<won, 1>
<t, 1>
<he, 1>
<my, 1>
<precious, 1>
<To, 1>
<which, 1>
<pathetic, 1>
<appeal, 1>
<Daisy, 1>
<would, 1>
<answer, 1>
<with, 1>
<a, 1>
<coo, 1>
<or, 1>
<Demi, 1>
<with, 1>
<a, 1>
<crow, 1>
<and, 1>
<Meg, 1>
<would, 1>
<put, 1>
<by, 1>
<her, 1>
<lamentations, 1>
<for, 1>
<a, 1>
<maternal, 1>
<revel, 1>
<which, 1>
<soothed, 1>
<her, 1>
<solitude, 1>
<for, 1>
<the, 1>
<time, 1>
<being, 1>
<But, 1>
<the, 1>
<pain, 1>
<increased, 1>
<as, 1>
<politics, 1>
<absorbed, 1>
<John, 1>
<who, 1>
<was, 1>
<always, 1>
<running, 1>
<over, 1>
<to, 1>
<discuss, 1>
<interesting, 1>
<points, 1>
<with, 1>
<Scott, 1>
<quite, 1>
<unconscious, 1>
<that, 1>
<Meg, 1>
<missed, 1>
<him, 1>
<Not, 1>
<a, 1>
<word, 1>
<did, 1>
<she, 1>
<say, 1>
<however, 1>
<till, 1>
<her, 1>
<mother, 1>
<found, 1>
<her, 1>
<in, 1>
<tears, 1>
<one, 1>
<day, 1>
<and, 1>
<insisted, 1>
<on, 1>
<knowing, 1>
<what, 1>
<the, 1>
<matter, 1>
<was, 1>
<for, 1>
<Meg, 1>
<s, 1>
<drooping, 1>
<spirits, 1>
<had, 1>
<not, 1>
<escaped, 1>
<her, 1>
<observation, 1>
<I, 1>
<wouldn, 1>
<t, 1>
<tell, 1>
<anyone, 1>
<except, 1>
<you, 1>
<Mother, 1>
<but, 1>
<I, 1>
<really, 1>
<do, 1>
<need, 1>
<advice, 1>
<for, 1>
<if, 1>
<John, 1>
<goes, 1>
<on, 1>
<much, 1>
<longer, 1>
<I, 1>
<might, 1>
<as, 1>
<well, 1>
<be, 1>
<widowed, 1>
<replied, 1>
<Mrs, 1>
<Brooke, 1>
<drying, 1>
<her, 1>
<tears, 1>
<on, 1>
<Daisy, 1>
<s, 1>
<bib, 1>
<with, 1>
<an, 1>
<injured, 1>
<air, 1>
<Goes, 1>
<on, 1>
<how, 1>
<my, 1>
<dear, 1>
<asked, 1>
<her, 1>
<mother, 1>
<anxiously, 1>
<He, 1>
<s, 1>
<away, 1>
<all, 1>
<day, 1>
<and, 1>
<at, 1>
<night, 1>
<when, 1>
<I, 1>
<want, 1>
<to, 1>
<see, 1>
<him, 1>
<he, 1>
<is, 1>
<continually, 1>
<going, 1>
<over, 1>
<to, 1>
<the, 1>
<Scotts, 1>
<It, 1>
<isn, 1>
<t, 1>
<fair, 1>
<that, 1>
<I, 1>
<should, 1>
<have, 1>
<the, 1>
<hardest, 1>
<work, 1>
<and, 1>
<never, 1>
<any, 1>
<amusement, 1>
<Men, 1>
<are, 1>
<very, 1>
<selfish, 1>
<even, 1>
<the, 1>
<best, 1>
<of, 1>
<them, 1>
<So, 1>
<are, 1>
<women, 1>
<Don, 1>
<t, 1>
<blame, 1>
<John, 1>
<till, 1>
<you, 1>
<see, 1>
<where, 1>
<you, 1>
<are, 1>
<wrong, 1>
<yourself, 1>
<But, 1>
<it, 1>
<can, 1>
<t, 1>
<be, 1>
<right, 1>
<for, 1>
<him, 1>
<to, 1>
<neglect, 1>
<me, 1>
<Don, 1>
<t, 1>
<you, 1>
<neglect, 1>
<him, 1>
<Why, 1>
<Mother, 1>
<I, 1>
<thought, 1>
<you, 1>
<d, 1>
<take, 1>
<my, 1>
<part, 1>
<So, 1>
<I, 1>
<do, 1>
<as, 1>
<far, 1>
<as, 1>
<sympathizing, 1>
<goes, 1>
<but, 1>
<I, 1>
<think, 1>
<the, 1>
<fault, 1>
<is, 1>
<yours, 1>
<Meg, 1>
<I, 1>
<don, 1>
<t, 1>
<see, 1>
<how, 1>
<Let, 1>
<me, 1>
<show, 1>
<you, 1>
<Did, 1>
<John, 1>
<ever, 1>
<neglect, 1>
<you, 1>
<as, 1>
<you, 1>
<call, 1>
<it, 1>
<while, 1>
<you, 1>
<made, 1>
<it, 1>
<a, 1>
<point, 1>
<to, 1>
<give, 1>
<him, 1>
<your, 1>
<society, 1>
<of, 1>
<an, 1>
<evening, 1>
<his, 1>
<only, 1>
<leisure, 1>
<time, 1>
<No, 1>
<but, 1>
<I, 1>
<can, 1>
<t, 1>
<do, 1>
<it, 1>
<now, 1>
<with, 1>
<two, 1>
<babies, 1>
<to, 1>
<tend, 1>
<I, 1>
<think, 1>
<you, 1>
<could, 1>
<dear, 1>
<and, 1>
<I, 1>
<think, 1>
<you, 1>
<ought, 1>
<May, 1>
<I, 1>
<speak, 1>
<quite, 1>
<freely, 1>
<and, 1>
<will, 1>
<you, 1>
<remember, 1>
<that, 1>
<it, 1>
<s, 1>
<Mother, 1>
<who, 1>
<blames, 1>
<as, 1>
<well, 1>
<as, 1>
<Mother, 1>
<who, 1>
<sympathizes, 1>
<Indeed, 1>
<I, 1>
<will, 1>
<Speak, 1>
<to, 1>
<me, 1>
<as, 1>
<if, 1>
<I, 1>
<were, 1>
<little, 1>
<Meg, 1>
<again, 1>
<I, 1>
<often, 1>
<feel, 1>
<as, 1>
<if, 1>
<I, 1>
<needed, 1>
<teaching, 1>
<more, 1>
<than, 1>
<ever, 1>
<since, 1>
<these, 1>
<babies, 1>
<look, 1>
<to, 1>
<me, 1>
<for, 1>
<everything, 1>
<Meg, 1>
<drew, 1>
<her, 1>
<low, 1>
<chair, 1>
<beside, 1>
<her, 1>
<mother, 1>
<s, 1>
<and, 1>
<with, 1>
<a, 1>
<little, 1>
<interruption, 1>
<in, 1>
<either, 1>
<lap, 1>
<the, 1>
<two, 1>
<women, 1>
<rocked, 1>
<and, 1>
<talked, 1>
<lovingly, 1>
<together, 1>
<feeling, 1>
<that, 1>
<the, 1>
<tie, 1>
<of, 1>
<motherhood, 1>
<made, 1>
<them, 1>
<more, 1>
<one, 1>
<than, 1>
<ever, 1>
<You, 1>
<have, 1>
<only, 1>
<made, 1>
