<nd, 1>
<dandified, 1>
<aquatic, 1>
<sentimental, 1>
<or, 1>
<gymnastic, 1>
<as, 1>
<college, 1>
<fashions, 1>
<ordained, 1>
<hazed, 1>
<and, 1>
<was, 1>
<hazed, 1>
<talked, 1>
<slang, 1>
<and, 1>
<more, 1>
<than, 1>
<once, 1>
<came, 1>
<perilously, 1>
<near, 1>
<suspension, 1>
<and, 1>
<expulsion, 1>
<But, 1>
<as, 1>
<high, 1>
<spirits, 1>
<and, 1>
<the, 1>
<love, 1>
<of, 1>
<fun, 1>
<were, 1>
<the, 1>
<causes, 1>
<of, 1>
<these, 1>
<pranks, 1>
<he, 1>
<always, 1>
<managed, 1>
<to, 1>
<save, 1>
<himself, 1>
<by, 1>
<frank, 1>
<confession, 1>
<honorable, 1>
<atonement, 1>
<or, 1>
<the, 1>
<irresistible, 1>
<power, 1>
<of, 1>
<persuasion, 1>
<which, 1>
<he, 1>
<possessed, 1>
<in, 1>
<perfection, 1>
<In, 1>
<fact, 1>
<he, 1>
<rather, 1>
<prided, 1>
<himself, 1>
<on, 1>
<his, 1>
<narrow, 1>
<escapes, 1>
<and, 1>
<liked, 1>
<to, 1>
<thrill, 1>
<the, 1>
<girls, 1>
<with, 1>
<graphic, 1>
<accounts, 1>
<of, 1>
<his, 1>
<triumphs, 1>
<over, 1>
<wrathful, 1>
<tutors, 1>
<dignified, 1>
<professors, 1>
<and, 1>
<vanquished, 1>
<enemies, 1>
<The, 1>
<men, 1>
<of, 1>
<my, 1>
<class, 1>
<were, 1>
<heroes, 1>
<in, 1>
<the, 1>
<eyes, 1>
<of, 1>
<the, 1>
<girls, 1>
<who, 1>
<never, 1>
<wearied, 1>
<of, 1>
<the, 1>
<exploits, 1>
<of, 1>
<our, 1>
<fellows, 1>
<and, 1>
<were, 1>
<frequently, 1>
<allowed, 1>
<to, 1>
<bask, 1>
<in, 1>
<the, 1>
<smiles, 1>
<of, 1>
<these, 1>
<great, 1>
<creatures, 1>
<when, 1>
<Laurie, 1>
<brought, 1>
<them, 1>
<home, 1>
<with, 1>
<him, 1>
<Amy, 1>
<especially, 1>
<enjoyed, 1>
<this, 1>
<high, 1>
<honor, 1>
<and, 1>
<became, 1>
<quite, 1>
<a, 1>
<belle, 1>
<among, 1>
<them, 1>
<for, 1>
<her, 1>
<ladyship, 1>
<early, 1>
<felt, 1>
<and, 1>
<learned, 1>
<to, 1>
<use, 1>
<the, 1>
<gift, 1>
<of, 1>
<fascination, 1>
<with, 1>
<which, 1>
<she, 1>
<was, 1>
<endowed, 1>
<Meg, 1>
<was, 1>
<too, 1>
<much, 1>
<absorbed, 1>
<in, 1>
<her, 1>
<private, 1>
<and, 1>
<particular, 1>
<John, 1>
<to, 1>
<care, 1>
<for, 1>
<any, 1>
<other, 1>
<lords, 1>
<of, 1>
<creation, 1>
<and, 1>
<Beth, 1>
<too, 1>
<shy, 1>
<to, 1>
<do, 1>
<more, 1>
<than, 1>
<peep, 1>
<at, 1>
<them, 1>
<and, 1>
<wonder, 1>
<how, 1>
<Amy, 1>
<dared, 1>
<to, 1>
<order, 1>
<them, 1>
<about, 1>
<so, 1>
<but, 1>
<Jo, 1>
<felt, 1>
<quite, 1>
<in, 1>
<her, 1>
<own, 1>
<element, 1>
<and, 1>
<found, 1>
<it, 1>
<very, 1>
<difficult, 1>
<to, 1>
<refrain, 1>
<from, 1>
<imitating, 1>
<the, 1>
<gentlemanly, 1>
<attitudes, 1>
<phrases, 1>
<and, 1>
<feats, 1>
<which, 1>
<seemed, 1>
<more, 1>
<natural, 1>
<to, 1>
<her, 1>
<than, 1>
<the, 1>
<decorums, 1>
<prescribed, 1>
<for, 1>
<young, 1>
<ladies, 1>
<They, 1>
<all, 1>
<liked, 1>
<Jo, 1>
<immensely, 1>
<but, 1>
<never, 1>
<fell, 1>
<in, 1>
<love, 1>
<with, 1>
<her, 1>
<though, 1>
<very, 1>
<few, 1>
<escaped, 1>
<without, 1>
<paying, 1>
<the, 1>
<tribute, 1>
<of, 1>
<a, 1>
<sentimental, 1>
<sigh, 1>
<or, 1>
<two, 1>
<at, 1>
<Amy, 1>
<s, 1>
<shrine, 1>
<And, 1>
<speaking, 1>
<of, 1>
<sentiment, 1>
<brings, 1>
<us, 1>
<very, 1>
<naturally, 1>
<to, 1>
<the, 1>
<Dovecote, 1>
<That, 1>
<was, 1>
<the, 1>
<name, 1>
<of, 1>
<the, 1>
<little, 1>
<brown, 1>
<house, 1>
<Mr, 1>
<Brooke, 1>
<had, 1>
<prepared, 1>
<for, 1>
<Meg, 1>
<s, 1>
<first, 1>
<home, 1>
<Laurie, 1>
<had, 1>
<christened, 1>
<it, 1>
<saying, 1>
<it, 1>
<was, 1>
<highly, 1>
<appropriate, 1>
<to, 1>
<the, 1>
<gentle, 1>
<lovers, 1>
<who, 1>
<went, 1>
<on, 1>
<together, 1>
<like, 1>
<a, 1>
<pair, 1>
<of, 1>
<turtledoves, 1>
<with, 1>
<first, 1>
<a, 1>
<bill, 1>
<and, 1>
<then, 1>
<a, 1>
<coo, 1>
<It, 1>
<was, 1>
<a, 1>
<tiny, 1>
<house, 1>
<with, 1>
<a, 1>
<little, 1>
<garden, 1>
<behind, 1>
<and, 1>
<a, 1>
<lawn, 1>
<about, 1>
<as, 1>
<big, 1>
<as, 1>
<a, 1>
<pocket, 1>
<handkerchief, 1>
<in, 1>
<the, 1>
<front, 1>
<Here, 1>
<Meg, 1>
<meant, 1>
<to, 1>
<have, 1>
<a, 1>
<fountain, 1>
<shrubbery, 1>
<and, 1>
<a, 1>
<profusion, 1>
<of, 1>
<lovely, 1>
<flowers, 1>
<though, 1>
<just, 1>
<at, 1>
<present, 1>
<the, 1>
<fountain, 1>
<was, 1>
<represented, 1>
<by, 1>
<a, 1>
<weather, 1>
<beaten, 1>
<urn, 1>
<very, 1>
<like, 1>
<a, 1>
<dilapidated, 1>
<slopbowl, 1>
<the, 1>
<shrubbery, 1>
<consisted, 1>
<of, 1>
<several, 1>
<young, 1>
<larches, 1>
<undecided, 1>
<whether, 1>
<to, 1>
<live, 1>
<or, 1>
<die, 1>
<and, 1>
<the, 1>
<profusion, 1>
<of, 1>
<flowers, 1>
<was, 1>
<merely, 1>
<hinted, 1>
<by, 1>
<regiments, 1>
<of, 1>
<sticks, 1>
<to, 1>
<show, 1>
<where, 1>
<seeds, 1>
<were, 1>
<planted, 1>
<But, 1>
<inside, 1>
<it, 1>
<was, 1>
<altogether, 1>
<charming, 1>
<and, 1>
<the, 1>
<happy, 1>
<bride, 1>
<saw, 1>
<no, 1>
<fault, 1>
<from, 1>
<garret, 1>
<to, 1>
<cellar, 1>
<To, 1>
<be, 1>
<sure, 1>
<the, 1>
<hall, 1>
<was, 1>
<so, 1>
<narrow, 1>
<it, 1>
<was, 1>
<fortunate, 1>
<that, 1>
<they, 1>
<had, 1>
<no, 1>
<piano, 1>
<for, 1>
<one, 1>
<never, 1>
<could, 1>
<have, 1>
<been, 1>
<got, 1>
<in, 1>
<whole, 1>
<the, 1>
<dining, 1>
<room, 1>
<was, 1>
<so, 1>
<small, 1>
<that, 1>
<six, 1>
<people, 1>
<were, 1>
<a, 1>
<tight, 1>
<fit, 1>
<and, 1>
<the, 1>
<kitchen, 1>
<stairs, 1>
<seemed, 1>
<built, 1>
<for, 1>
<the, 1>
<express, 1>
<purpose, 1>
<of, 1>
<precipitating, 1>
<both, 1>
<servants, 1>
<and, 1>
<china, 1>
<pell, 1>
<mell, 1>
<into, 1>
<the, 1>
<coalbin, 1>
<But, 1>
<once, 1>
<get, 1>
<used, 1>
<to, 1>
<these, 1>
<slight, 1>
<blemishes, 1>
<and, 1>
<nothing, 1>
<could, 1>
<be, 1>
<more, 1>
<complete, 1>
<for, 1>
<good, 1>
<sense, 1>
<and, 1>
<good, 1>
<taste, 1>
<had, 1>
<presided, 1>
<over, 1>
<the, 1>
<furnishing, 1>
<and, 1>
<the, 1>
<result, 1>
<was, 1>
<highly, 1>
<satisfactory, 1>
<There, 1>
<were, 1>
<no, 1>
<marble, 1>
<topped, 1>
<tables, 1>
<long, 1>
<mirrors, 1>
<or, 1>
<lace, 1>
<curtains, 1>
<in, 1>
<the, 1>
<little, 1>
<parlor, 1>
<but, 1>
<simple, 1>
<furniture, 1>
<plenty, 1>
<of, 1>
<books, 1>
<a, 1>
<fine, 1>
<picture, 1>
<or, 1>
<two, 1>
<a, 1>
<stand, 1>
<of, 1>
<flowers, 1>
<in, 1>
<the, 1>
<bay, 1>
<window, 1>
<and, 1>
<scattered, 1>
<all, 1>
<about, 1>
<the, 1>
<pretty, 1>
<gifts, 1>
<which, 1>
<came, 1>
<from, 1>
<friendly, 1>
<hands, 1>
<and, 1>
<were, 1>
<the, 1>
<fairer, 1>
<for, 1>
<the, 1>
<loving, 1>
<messages, 1>
<they, 1>
<brought, 1>
<I, 1>
<don, 1>
<t, 1>
<think, 1>
<the, 1>
<Parian, 1>
<Psyche, 1>
<Laurie, 1>
<gave, 1>
<lost, 1>
<any, 1>
<of, 1>
<its, 1>
<beauty, 1>
<because, 1>
<John, 1>
<put, 1>
<up, 1>
<the, 1>
<bracket, 1>
<it, 1>
<stood, 1>
<upon, 1>
<that, 1>
<any, 1>
<upholsterer, 1>
<could, 1>
<have, 1>
<draped, 1>
<the, 1>
<plain, 1>
<muslin, 1>
<curtains, 1>
<more, 1>
<gracefully, 1>
<than, 1>
<Amy, 1>
<s, 1>
<artistic, 1>
<hand, 1>
<or, 1>
<that, 1>
<any, 1>
<store, 1>
<room, 1>
<was, 1>
<ever, 1>
<better, 1>
<provided, 1>
<with, 1>
<good, 1>
<wishes, 1>
<merry, 1>
<words, 1>
<and, 1>
<happy, 1>
<hopes, 1>
<than, 1>
<that, 1>
<in, 1>
<which, 1>
<Jo, 1>
<and, 1>
<her, 1>
<mother, 1>
<put, 1>
<away, 1>
<Meg, 1>
<s, 1>
<few, 1>
<boxes, 1>
<barrels, 1>
<and, 1>
<bundles, 1>
<and, 1>
<I, 1>
<am, 1>
<morally, 1>
<certain, 1>
<that, 1>
<the, 1>
<spandy, 1>
<new, 1>
<kitchen, 1>
<never, 1>
<could, 1>
<have, 1>
<looked, 1>
<so, 1>
<cozy, 1>
<and, 1>
<neat, 1>
<if, 1>
<Hannah, 1>
<had, 1>
<not, 1>
<arranged, 1>
<every, 1>
<pot, 1>
<and, 1>
<pan, 1>
<a, 1>
<dozen, 1>
<times, 1>
<over, 1>
<and, 1>
<laid, 1>
<the, 1>
<fire, 1>
<all, 1>
<ready, 1>
<for, 1>
<lighting, 1>
<the, 1>
<minute, 1>
<Mis, 1>
<Brooke, 1>
<came, 1>
<home, 1>
<I, 1>
<also, 1>
<doubt, 1>
<if, 1>
<any, 1>
<young, 1>
<matron, 1>
<ever, 1>
<began, 1>
<life, 1>
<with, 1>
<so, 1>
<rich, 1>
<a, 1>
<supply, 1>
<of, 1>
<dusters, 1>
<holders, 1>
<and, 1>
<piece, 1>
<bags, 1>
<for, 1>
<Beth, 1>
<made, 1>
<enough, 1>
<to, 1>
<last, 1>
<till, 1>
<the, 1>
<silver, 1>
<wedding, 1>
<came, 1>
<round, 1>
<and, 1>
<invented, 1>
<three, 1>
<different, 1>
<kinds, 1>
<of, 1>
<dishcloths, 1>
<for, 1>
<the, 1>
<express, 1>
<service, 1>
<of, 1>
<the, 1>
<bridal, 1>
<china, 1>
<People, 1>
<who, 1>
<hire, 1>
<all, 1>
<these, 1>
<things, 1>
<done, 1>
<for, 1>
<them, 1>
<never, 1>
<know, 1>
<what, 1>
<they, 1>
<lose, 1>
<for, 1>
<the, 1>
<homeliest, 1>
<tasks, 1>
<get, 1>
<beautified, 1>
<if, 1>
<loving, 1>
<hands, 1>
<do, 1>
<them, 1>
<and, 1>
<Meg, 1>
<found, 1>
<so, 1>
<many, 1>
<proofs, 1>
<of, 1>
<this, 1>
<that, 1>
<everything, 1>
<in, 1>
<her, 1>
<small, 1>
<nest, 1>
<from, 1>
<the, 1>
<kitchen, 1>
<roller, 1>
<to, 1>
<the, 1>
<silver, 1>
<vase, 1>
<on, 1>
<her, 1>
<parlor, 1>
<table, 1>
<was, 1>
<eloquent, 1>
<of, 1>
<home, 1>
<love, 1>
<and, 1>
<tender, 1>
<forethought, 1>
<What, 1>
<happy, 1>
<times, 1>
<they, 1>
<had, 1>
<planning, 1>
<together, 1>
<what, 1>
<solemn, 1>
<shopping, 1>
<excursions, 1>
<what, 1>
<funny, 1>
<mistakes, 1>
<they, 1>
<made, 1>
<and, 1>
<what, 1>
<shouts, 1>
<of, 1>
<laughter, 1>
<arose, 1>
<over, 1>
<Laurie, 1>
<s, 1>
<ridiculous, 1>
<bargains, 1>
<In, 1>
<his, 1>
<love, 1>
<of, 1>
<jokes, 1>
<this, 1>
<young, 1>
<gentleman, 1>
<though, 1>
<nearly, 1>
<through, 1>
<college, 1>
<was, 1>
<a, 1>
<much, 1>
<of, 1>
<a, 1>
<boy, 1>
<as, 1>
<ever, 1>
<His, 1>
<last, 1>
<whim, 1>
<had, 1>
<been, 1>
<to, 1>
<bring, 1>
<with, 1>
<him, 1>
<on, 1>
<his, 1>
<weekly, 1>
<visits, 1>
<some, 1>
<new, 1>
<useful, 1>
<and, 1>
<ingenious, 1>
<article, 1>
<for, 1>
<the, 1>
<young, 1>
<housekeeper, 1>
<Now, 1>
<a, 1>
<bag, 1>
<of, 1>
<remarkable, 1>
<clothespins, 1>
<next, 1>
<a, 1>
<wonderful, 1>
<nutmeg, 1>
<grater, 1>
<which, 1>
<fell, 1>
<to, 1>
<pieces, 1>
<at, 1>
<the, 1>
<first, 1>
<trial, 1>
<a, 1>
<knife, 1>
<cleaner, 1>
<that, 1>
<spoiled, 1>
<all, 1>
<the, 1>
<knives, 1>
<or, 1>
<a, 1>
<sweeper, 1>
<that, 1>
<picked, 1>
<the, 1>
<nap, 1>
<neatly, 1>
<off, 1>
<the, 1>
<carpet, 1>
<and, 1>
<left, 1>
<the, 1>
<dirt, 1>
<labor, 1>
<saving, 1>
<soap, 1>
<that, 1>
<took, 1>
<the, 1>
<skin, 1>
<off, 1>
<one, 1>
<s, 1>
<hands, 1>
<infallible, 1>
<cements, 1>
<which, 1>
<stuck, 1>
<firmly, 1>
<to, 1>
<nothing, 1>
<but, 1>
<the, 1>
<fingers, 1>
<of, 1>
<the, 1>
<deluded, 1>
<buyer, 1>
<and, 1>
<every, 1>
<kind, 1>
<of, 1>
<tinware, 1>
<from, 1>
<a, 1>
<toy, 1>
<savings, 1>
<bank, 1>
<for, 1>
<odd, 1>
<pennies, 1>
<to, 1>
<a, 1>
<wonderful, 1>
<boiler, 1>
<which, 1>
<would, 1>
<wash, 1>
<articles, 1>
<in, 1>
<its, 1>
<own, 1>
<steam, 1>
<with, 1>
<every, 1>
<prospect, 1>
<of, 1>
<exploding, 1>
<in, 1>
<the, 1>
<process, 1>
<In, 1>
<vain, 1>
<Meg, 1>
<begged, 1>
<him, 1>
<to, 1>
<stop, 1>
<John, 1>
<laughed, 1>
<at, 1>
<him, 1>
<and, 1>
<Jo, 1>
<called, 1>
<him, 1>
<Mr, 1>
<Toodles, 1>
<He, 1>
<was, 1>
<possessed, 1>
<with, 1>
<a, 1>
<mania, 1>
<for, 1>
<patronizing, 1>
<Yankee, 1>
<ingenuity, 1>
<and, 1>
<seeing, 1>
<his, 1>
<friends, 1>
<fitly, 1>
<furnished, 1>
<forth, 1>
<So, 1>
<each, 1>
<week, 1>
<beheld, 1>
<some, 1>
<fresh, 1>
<absurdity, 1>
<Everything, 1>
<was, 1>
<done, 1>
<at, 1>
<last, 1>
<even, 1>
<to, 1>
<Amy, 1>
<s, 1>
<arranging, 1>
<different, 1>
<colored, 1>
<soaps, 1>
<to, 1>
<match, 1>
<the, 1>
<different, 1>
<colored, 1>
<rooms, 1>
<and, 1>
<Beth, 1>
<s, 1>
<setting, 1>
<the, 1>
<table, 1>
<for, 1>
<the, 1>
<first, 1>
<meal, 1>
<Are, 1>
<you, 1>
<satisfied, 1>
<Does, 1>
<it, 1>
<seem, 1>
<like, 1>
<home, 1>
<and, 1>
<do, 1>
<you, 1>
<feel, 1>
<as, 1>
<if, 1>
<you, 1>
<should, 1>
<be, 1>
<happy, 1>
<here, 1>
<asked, 1>
<Mrs, 1>
<March, 1>
<as, 1>
<she, 1>
<and, 1>
<her, 1>
<daughter, 1>
<went, 1>
<through, 1>
<the, 1>
<new, 1>
<kingdom, 1>
<arm, 1>
<in, 1>
<arm, 1>
<for, 1>
<just, 1>
<then, 1>
<they, 1>
<seemed, 1>
<to, 1>
<cling, 1>
<together, 1>
<more, 1>
<tenderly, 1>
<than, 1>
<ever, 1>
<Yes, 1>
<Mother, 1>
<perfectly, 1>
<satisfied, 1>
<thanks, 1>
<to, 1>
<you, 1>
<all, 1>
<and, 1>
<so, 1>
<happy, 1>
<that, 1>
<I, 1>
<can, 1>
<t, 1>
<talk, 1>
<about, 1>
<it, 1>
<with, 1>
<a, 1>
<look, 1>
<that, 1>
<was, 1>
<far, 1>
<better, 1>
<than, 1>
<words, 1>
<If, 1>
<she, 1>
<only, 1>
<had, 1>
<a, 1>
<servant, 1>
<or, 1>
<two, 1>
<it, 1>
<would, 1>
<be, 1>
<all, 1>
<right, 1>
<said, 1>
<Amy, 1>
<coming, 1>
<out, 1>
<of, 1>
<the, 1>
<parlor, 1>
<where, 1>
<she, 1>
<had, 1>
<been, 1>
<trying, 1>
<to, 1>
<decide, 1>
<whether, 1>
<the, 1>
<bronze, 1>
<Mercury, 1>
<looked, 1>
<best, 1>
<on, 1>
<the, 1>
<whatnot, 1>
<or, 1>
<the, 1>
<mantlepiece, 1>
<Mother, 1>
<and, 1>
<I, 1>
<have, 1>
<talked, 1>
<that, 1>
<over, 1>
<and, 1>
<I, 1>
<have, 1>
<made, 1>
<up, 1>
<my, 1>
<mind, 1>
<to, 1>
<try, 1>
<her, 1>
<way, 1>
<first, 1>
<There, 1>
<will, 1>
<be, 1>
<so, 1>
<little, 1>
<to, 1>
<do, 1>
<that, 1>
<with, 1>
<Lotty, 1>
<to, 1>
<run, 1>
<my, 1>
<errands, 1>
<and, 1>
<help, 1>
<me, 1>
<here, 1>
<and, 1>
<there, 1>
<I, 1>
<shall, 1>
<only, 1>
<have, 1>
<enough, 1>
<work, 1>
<to, 1>
<keep, 1>
<me, 1>
<from, 1>
<getting, 1>
<lazy, 1>
<or, 1>
<homesick, 1>
<answered, 1>
<Meg, 1>
<tranquilly, 1>
<Sallie, 1>
<Moffat, 1>
<has, 1>
<four, 1>
<began, 1>
<Amy, 1>
<If, 1>
<Meg, 1>
<had, 1>
<four, 1>
<the, 1>
<house, 1>
<wouldn, 1>
<t, 1>
<hold, 1>
<them, 1>
<and, 1>
<master, 1>
<and, 1>
<missis, 1>
<would, 1>
<have, 1>
<to, 1>
<camp, 1>
<in, 1>
<the, 1>
<garden, 1>
<broke, 1>
<in, 1>
<Jo, 1>
<who, 1>
<enveloped, 1>
<in, 1>
<a, 1>
<big, 1>
<blue, 1>
<pinafore, 1>
<was, 1>
<giving, 1>
<the, 1>
<last, 1>
<polish, 1>
<to, 1>
<the, 1>
<door, 1>
<handles, 1>
<Sallie, 1>
<isn, 1>
<t, 1>
<a, 1>
<poor, 1>
<man, 1>
<s, 1>
<wife, 1>
<and, 1>
<many, 1>
<maids, 1>
<are, 1>
<in, 1>
<keeping, 1>
<with, 1>
<her, 1>
<fine, 1>
<establishment, 1>
<Meg, 1>
<and, 1>
<John, 1>
<begin, 1>
<humbly, 1>
<but, 1>
<I, 1>
<have, 1>
<a, 1>
<feeling, 1>
<that, 1>
<there, 1>
<will, 1>
<be, 1>
<quite, 1>
<as, 1>
<much, 1>
<happiness, 1>
<in, 1>
<the, 1>
<little, 1>
<house, 1>
<as, 1>
<in, 1>
<the, 1>
<big, 1>
<one, 1>
<It, 1>
<s, 1>
<a, 1>
<great, 1>
<mistake, 1>
<for, 1>
<young, 1>
<girls, 1>
<like, 1>
<Meg, 1>
<to, 1>
<leave, 1>
<themselves, 1>
<nothing, 1>
<to, 1>
<do, 1>
<but, 1>
<dress, 1>
<give, 1>
<orders, 1>
<and, 1>
<gossip, 1>
<When, 1>
<I, 1>
<was, 1>
<first, 1>
<married, 1>
<I, 1>
<used, 1>
<to, 1>
<long, 1>
<for, 1>
<my, 1>
<new, 1>
<clothes, 1>
<to, 1>
<wear, 1>
<out, 1>
<or, 1>
<get, 1>
<torn, 1>
<so, 1>
<that, 1>
<I, 1>
<might, 1>
<have, 1>
<the, 1>
<pleasure, 1>
<of, 1>
<mending, 1>
<them, 1>
<for, 1>
<I, 1>
<got, 1>
<heartily, 1>
<sick, 1>
<of, 1>
<doing, 1>
<fancywork, 1>
<and, 1>
<tending, 1>
<my, 1>
<pocket, 1>
<handkerchief, 1>
<Why, 1>
<didn, 1>
<t, 1>
<you, 1>
<go, 1>
<into, 1>
<the, 1>
<kitchen, 1>
<and, 1>
<make, 1>
<messes, 1>
<as, 1>
<Sallie, 1>
<says, 1>
<she, 1>
<does, 1>
<to, 1>
<amuse, 1>
<herself, 1>
<though, 1>
<they, 1>
<never, 1>
<turn, 1>
<out, 1>
<well, 1>
<and, 1>
<the, 1>
<servants, 1>
<laugh, 1>
<at, 1>
<her, 1>
<said, 1>
<Meg, 1>
<I, 1>
<did, 1>
<after, 1>
<a, 1>
<while, 1>
<not, 1>
<to, 1>
<mess, 1>
<but, 1>
<to, 1>
<learn, 1>
<of, 1>
<Hannah, 1>
<how, 1>
<things, 1>
<should, 1>
<be, 1>
<done, 1>
<that, 1>
<my, 1>
<servants, 1>
<need, 1>
<not, 1>
<laugh, 1>
<at, 1>
<me, 1>
<It, 1>
<was, 1>
<play, 1>
<then, 1>
<but, 1>
<there, 1>
<came, 1>
<a, 1>
<time, 1>
<when, 1>
<I, 1>
<was, 1>
<truly, 1>
<grateful, 1>
<that, 1>
<I, 1>
<not, 1>
<only, 1>
<possessed, 1>
<the, 1>
<will, 1>
<but, 1>
<the, 1>
<power, 1>
<to, 1>
<cook, 1>
<wholesome, 1>
<food, 1>
<for, 1>
<my, 1>
<little, 1>
<girls, 1>
<and, 1>
<help, 1>
<myself, 1>
<when, 1>
<I, 1>
<could, 1>
<no, 1>
<longer, 1>
<afford, 1>
<to, 1>
<hire, 1>
<help, 1>
<You, 1>
<begin, 1>
<at, 1>
<the, 1>
<other, 1>
<end, 1>
<Meg, 1>
<dear, 1>
<but, 1>
<the, 1>
<lessons, 1>
<you, 1>
<learn, 1>
<now, 1>
<will, 1>
<be, 1>
<of, 1>
<use, 1>
<to, 1>
<you, 1>
<by, 1>
<and, 1>
<by, 1>
<when, 1>
<John, 1>
<is, 1>
<a, 1>
<richer, 1>
<man, 1>
<for, 1>
<the, 1>
<mistress, 1>
<of, 1>
<a, 1>
<house, 1>
<however, 1>
<splendid, 1>
<should, 1>
<know, 1>
<how, 1>
<work, 1>
<ought, 1>
<to, 1>
<be, 1>
<done, 1>
<if, 1>
<she, 1>
<wishes, 1>
<to, 1>
<be, 1>
<well, 1>
<and, 1>
<honestly, 1>
<served, 1>
<Yes, 1>
<Mother, 1>
<I, 1>
<m, 1>
<sure, 1>
<of, 1>
<that, 1>
<said, 1>
<Meg, 1>
<listening, 1>
<respectfully, 1>
<to, 1>
<the, 1>
<little, 1>
<lecture, 1>
<for, 1>
<the, 1>
<best, 1>
<of, 1>
<women, 1>
<will, 1>
<hold, 1>
<forth, 1>
<upon, 1>
<the, 1>
<all, 1>
<absorbing, 1>
<subject, 1>
<of, 1>
<house, 1>
<keeping, 1>
<Do, 1>
<you, 1>
<know, 1>
<I, 1>
<like, 1>
<this, 1>
<room, 1>
<most, 1>
<of, 1>
<all, 1>
<in, 1>
<my, 1>
<baby, 1>
<house, 1>
<added, 1>
<Meg, 1>
<a, 1>
<minute, 1>
<after, 1>
<as, 1>
<they, 1>
<went, 1>
<upstairs, 1>
<and, 1>
<she, 1>
<looked, 1>
<into, 1>
<her, 1>
<well, 1>
<stored, 1>
<linen, 1>
<closet, 1>
<Beth, 1>
<was, 1>
<there, 1>
<laying, 1>
<the, 1>
<snowy, 1>
<piles, 1>
<smoothly, 1>
<on, 1>
<the, 1>
<shelves, 1>
<and, 1>
<exulting, 1>
<over, 1>
<the, 1>
<goodly, 1>
<array, 1>
<All, 1>
<three, 1>
<laughed, 1>
<as, 1>
<Meg, 1>
<spoke, 1>
<for, 1>
<that, 1>
<linen, 1>
<closet, 1>
<was, 1>
<a, 1>
<joke, 1>
<You, 1>
<see, 1>
<having, 1>
<said, 1>
<that, 1>
<if, 1>
<Meg, 1>
<married, 1>
<that, 1>
<Brooke, 1>
<she, 1>
<shouldn, 1>
<t, 1>
<have, 1>
<a, 1>
<cent, 1>
<of, 1>
<her, 1>
<money, 1>
<Aunt, 1>
<March, 1>
<was, 1>
<rather, 1>
<in, 1>
<a, 1>
<quandary, 1>
<when, 1>
<time, 1>
<had, 1>
<appeased, 1>
<her, 1>
<wrath, 1>
<and, 1>
<made, 1>
<her, 1>
<repent, 1>
<her, 1>
<vow, 1>
<She, 1>
<never, 1>
<broke, 1>
<her, 1>
<word, 1>
<and, 1>
<was, 1>
<much, 1>
<exercised, 1>
<in, 1>
<her, 1>
<mind, 1>
<how, 1>
<to, 1>
<get, 1>
<round, 1>
<it, 1>
<and, 1>
<at, 1>
<last, 1>
<devised, 1>
<a, 1>
<plan, 1>
<whereby, 1>
<she, 1>
<could, 1>
<satisfy, 1>
<herself, 1>
<Mrs, 1>
<Carrol, 1>
<Florence, 1>
<s, 1>
<mamma, 1>
<was, 1>
<ordered, 1>
<to, 1>
<buy, 1>
<have, 1>
<made, 1>
<and, 1>
<marked, 1>
<a, 1>
<generous, 1>
<supply, 1>
<of, 1>
<house, 1>
<and, 1>
<table, 1>
<linen, 1>
<and, 1>
<send, 1>
<it, 1>
<as, 1>
<her, 1>
<present, 1>
<all, 1>
<of, 1>
<which, 1>
<was, 1>
<faithfully, 1>
<done, 1>
<but, 1>
<the, 1>
<secret, 1>
<leaked, 1>
<out, 1>
<and, 1>
<was, 1>
<greatly, 1>
<enjoyed, 1>
<by, 1>
<the, 1>
<family, 1>
<for, 1>
<Aunt, 1>
<March, 1>
<tried, 1>
<to, 1>
<look, 1>
<utterly, 1>
<unconscious, 1>
<and, 1>
<insisted, 1>
<that, 1>
<she, 1>
<could, 1>
<give, 1>
<nothing, 1>
<but, 1>
<the, 1>
<old, 1>
<fashioned, 1>
<pearls, 1>
<long, 1>
<promised, 1>
<to, 1>
<the, 1>
<first, 1>
<bride, 1>
<That, 1>
<s, 1>
<a, 1>
<housewifely, 1>
<taste, 1>
<which, 1>
<I, 1>
<am, 1>
<glad, 1>
<to, 1>
<see, 1>
<I, 1>
<had, 1>
<a, 1>
<young, 1>
<friend, 1>
<who, 1>
<set, 1>
<up, 1>
<housekeeping, 1>
<with, 1>
<six, 1>
<sheets, 1>
<but, 1>
<she, 1>
<had, 1>
<finger, 1>
<bowls, 1>
<for, 1>
<company, 1>
<and, 1>
<that, 1>
<satisfied, 1>
<her, 1>
<said, 1>
<Mrs, 1>
<March, 1>
<patting, 1>
<the, 1>
<damask, 1>
<tablecloths, 1>
<with, 1>
<a, 1>
<truly, 1>
<feminine, 1>
<appreciation, 1>
<of, 1>
<their, 1>
<fineness, 1>
<I, 1>
<haven, 1>
<t, 1>
<a, 1>
<single, 1>
<finger, 1>
<bowl, 1>
<but, 1>
<this, 1>
<is, 1>
<a, 1>
<setout, 1>
<that, 1>
<will, 1>
<last, 1>
<me, 1>
<all, 1>
<my, 1>
<days, 1>
<Hannah, 1>
<says, 1>
<And, 1>
<Meg, 1>
<looked, 1>
<quite, 1>
<contented, 1>
<as, 1>
<well, 1>
<she, 1>
<might, 1>
